,,,Petrol,,Adv Petrol,,,Diesel,,,Adv Diesel,,,CNG ,,,Hybrid ,,,Electric,,,Bikes,,Electric Bikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity,Year,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Lux,Adv Econ,Adv Lux ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2014,0.1271,0.2793,0.0611,0.0095,0.0208,0.0045,0.0078,0.2437,0.1627,0.0005,0.0167,0.0115,0,0,0,0,0.0016,0,0,0.0001,0.0016,0.0281,0.0196,0.0023,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2015,0.1209,0.2567,0.0577,0.0094,0.0197,0.0044,0.0083,0.2664,0.1759,0.0006,0.0184,0.0126,0,0,0,0,0.0017,0,0,0.0001,0.0021,0.0245,0.0171,0.0021,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2004,0.1912,0.4299,0.211,0,0,0,0.0019,0.0439,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0.0592,0.0326,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2005,0.1898,0.4221,0.2075,0,0,0,0.0026,0.0531,0.0342,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0.0333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2006,0.1883,0.4116,0.2032,0,0,0,0.0033,0.0627,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0.0567,0.0348,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2007,0.188,0.4018,0.1977,0,0,0,0.0039,0.0726,0.0445,0,0,0,0,0,0,0,0.0004,0.0002,0,0,0,0.0552,0.0357,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2008,0.1906,0.3906,0.189,0,0,0,0.0046,0.083,0.0487,0,0,0,0,0,0,0,0.0008,0.0003,0,0,0,0.0548,0.0376,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2009,0.1935,0.379,0.1826,0,0,0,0.0052,0.093,0.0532,0,0,0,0,0,0,0.0002,0.0013,0.0004,0,0,0,0.0544,0.0372,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2010,0.1954,0.3682,0.1773,0,0,0,0.0056,0.1028,0.0571,0,0,0,0,0,0,0.0004,0.0017,0.0004,0,0,0,0.0521,0.0393,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2011,0.2037,0.3542,0.1662,0,0,0,0.0059,0.1141,0.0613,0,0,0,0,0,0,0.0004,0.002,0.0004,0,0,0.0001,0.0514,0.0403,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2012,0.2017,0.3411,0.1609,0,0,0,0.0069,0.1257,0.069,0,0,0,0,0,0,0.0004,0.0023,0.0003,0,0,0.0002,0.0517,0.0397,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2013,0.1936,0.309,0.1392,0.0138,0.0222,0.0101,0.007,0.1288,0.0718,0.0005,0.0088,0.005,0,0,0,0.0005,0.0026,0.0003,0,0,0.0003,0.0453,0.0352,0.0034,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2014,0.198,0.2985,0.1287,0.0146,0.022,0.0096,0.0075,0.1404,0.0795,0.0005,0.0097,0.0056,0,0,0,0.0005,0.0029,0.0003,0,0.0001,0.0004,0.0422,0.0332,0.0033,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2015,0.2015,0.2871,0.1187,0.0155,0.0219,0.0091,0.008,0.1524,0.0877,0.0006,0.0106,0.0063,0,0,0,0.0006,0.0033,0.0003,0,0.0001,0.0005,0.0391,0.0311,0.0033,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2004,0.215,0.4865,0.1754,0,0,0,0.0003,0.0163,0.0965,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2005,0.2066,0.4873,0.1695,0,0,0,0.0005,0.0158,0.1108,0,0,0,0,0,0,0,0,0,0,0,0,0.0096,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2006,0.1918,0.4823,0.1568,0,0,0,0.0007,0.0124,0.1455,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2007,0.1678,0.447,0.1369,0,0,0,0.0012,0.0191,0.2177,0,0,0,0,0,0,0,0,0,0,0,0,0.0102,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2008,0.1517,0.4245,0.1162,0,0,0,0.0015,0.0244,0.2712,0,0,0,0,0,0,0,0,0,0,0,0,0.0104,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2009,0.0332,0.4694,0.1192,0,0,0,0.002,0.0315,0.3336,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2010,0.1127,0.3162,0.0933,0,0,0,0.0025,0.0423,0.4229,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2011,0.089,0.3646,0.1083,0,0,0,0.0024,0.0438,0.3774,0,0,0,0,0,0,0,0,0,0,0,0,0.0144,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2012,0.0848,0.3589,0.1077,0,0,0,0.0025,0.0439,0.3873,0,0,0,0,0,0,0,0,0,0,0,0,0.0149,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2013,0.0678,0.3083,0.0934,0.005,0.0224,0.0068,0.0023,0.041,0.4068,0.0002,0.0029,0.028,0,0,0,0,0,0,0,0,0,0.0142,0,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2014,0.0576,0.2806,0.086,0.0044,0.0208,0.0064,0.0023,0.0404,0.4518,0.0002,0.0028,0.0314,0,0,0,0,0,0,0,0,0,0.0142,0,0.0011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2015,0.0486,0.2525,0.0786,0.0038,0.0192,0.006,0.0023,0.0392,0.4966,0.0002,0.0028,0.0352,0,0,0,0,0,0,0,0,0,0.014,0,0.0011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2004,0.4699,0.1985,0.0173,0,0,0,0.013,0.2281,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0.0309,0.0099,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2005,0.452,0.1954,0.0174,0,0,0,0.0139,0.242,0.0348,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.0105,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2006,0.435,0.191,0.0172,0,0,0,0.0146,0.2507,0.0371,0,0,0,0.0045,0.002,0.0002,0,0,0,0,0,0,0.0367,0.011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2007,0.4195,0.1802,0.0157,0,0,0,0.0157,0.2581,0.044,0,0,0,0.0103,0.0044,0.0004,0,0,0,0,0,0,0.0404,0.0114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2008,0.41,0.1752,0.0152,0,0,0,0.0152,0.2579,0.0462,0,0,0,0.0162,0.0069,0.0006,0,0,0,0,0,0,0.0414,0.0152,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2009,0.4031,0.1719,0.0147,0,0,0,0.0153,0.2618,0.0477,0,0,0,0.0192,0.0082,0.0007,0,0,0,0,0,0,0.0419,0.0156,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2010,0.3993,0.1689,0.0143,0,0,0,0.0155,0.2682,0.0491,0,0,0,0.02,0.0085,0.0007,0,0,0,0,0,0,0.0401,0.0155,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2011,0.3946,0.1656,0.0143,0,0,0,0.0162,0.2739,0.0504,0,0,0,0.0205,0.0086,0.0007,0,0,0,0,0,0,0.0392,0.0159,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2012,0.3844,0.1594,0.0131,0,0,0,0.0169,0.2898,0.0521,0,0,0,0.0222,0.0092,0.0008,0,0,0,0,0,0,0.0364,0.0157,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2013,0.3464,0.145,0.0118,0.0252,0.0104,0.0009,0.0168,0.2851,0.051,0.0012,0.0198,0.0036,0.0235,0.01,0.0008,0,0,0,0,0,0,0.0306,0.0146,0.0023,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2014,0.3335,0.141,0.0114,0.0252,0.0104,0.0008,0.0177,0.299,0.0532,0.0012,0.0208,0.0038,0.0247,0.0109,0.0008,0,0,0,0,0,0,0.0275,0.0145,0.0022,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2015,0.3204,0.1369,0.011,0.0254,0.0105,0.0008,0.0187,0.3128,0.0554,0.0013,0.022,0.0041,0.026,0.0118,0.0008,0,0,0,0,0,0,0.0246,0.0143,0.0021,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2004,0.1955,0.4653,0.016,0,0,0,0.0097,0.0304,0.0021,0,0,0,0.0382,0.0908,0.0031,0,0,0,0,0,0,0.1043,0.0447,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2005,0.1823,0.3961,0.014,0,0,0,0.014,0.0433,0.0029,0,0,0,0.0591,0.1284,0.0046,0,0,0,0,0,0,0.1066,0.0486,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2006,0.1744,0.3488,0.0124,0,0,0,0.0204,0.0571,0.004,0,0,0,0.0692,0.1384,0.0049,0,0,0,0,0,0,0.1146,0.0557,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2007,0.1764,0.2999,0.0112,0,0,0,0.024,0.0712,0.005,0,0,0,0.0867,0.1474,0.0055,0,0,0,0,0,0,0.1125,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2008,0.1657,0.2606,0.0098,0,0,0,0.028,0.0831,0.0059,0,0,0,0.1039,0.1634,0.0062,0,0,0,0,0,0,0.109,0.0643,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2009,0.1557,0.2335,0.0088,0,0,0,0.033,0.0916,0.0067,0,0,0,0.1165,0.1748,0.0066,0,0,0,0,0,0,0.1042,0.0686,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2010,0.1537,0.2067,0.0078,0,0,0,0.0409,0.11,0.0085,0,0,0,0.1396,0.1878,0.0071,0,0,0,0,0,0,0.0791,0.0587,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2011,0.1389,0.1587,0.0061,0,0,0,0.0599,0.1244,0.0117,0,0,0,0.1663,0.19,0.0073,0,0,0,0,0,0,0.1083,0.0283,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2012,0.132,0.1427,0.0057,0,0,0,0.0674,0.1405,0.0119,0,0,0,0.1758,0.19,0.0076,0,0,0,0,0,0,0.0969,0.0294,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2013,0.1069,0.1063,0.0042,0.0079,0.008,0.0003,0.0672,0.1566,0.013,0.0046,0.0105,0.0009,0.1986,0.1901,0.0082,0,0,0,0,0,0,0.0802,0.0286,0.006,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2014,0.0911,0.0845,0.0033,0.0068,0.0064,0.0003,0.07,0.1844,0.0149,0.0049,0.0125,0.001,0.2204,0.1853,0.0087,0,0,0,0,0,0,0.0692,0.029,0.0053,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2015,0.0764,0.0667,0.0026,0.0057,0.0051,0.0002,0.0715,0.2147,0.0169,0.005,0.0147,0.0012,0.2402,0.1764,0.009,0,0,0,0,0,0,0.0582,0.0287,0.0046,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2015,0.2345,0.2086,0.2704,0.0172,0.0153,0.0198,0.0105,0.0911,0.0368,0.0007,0.0064,0.0027,0.0065,0.0038,0.0003,0.0005,0.0071,0.003,0,0.0002,0,0.0517,0.0086,0.0038,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2004,0,0.0936,0.8821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0.0008,0,0,0,0.0008,0.0199,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2005,0,0.0933,0.8787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0.0018,0,0,0,0.0007,0.0216,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2006,0,0.095,0.8734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0.0028,0,0,0,0.0006,0.0235,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2007,0,0.0975,0.8672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062,0.0035,0,0,0,0.0005,0.0251,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2008,0,0.1014,0.8583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073,0.004,0,0,0,0.0007,0.0283,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2009,0.0002,0.1049,0.8535,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0083,0.0044,0,0,0,0.0007,0.0279,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2010,0.0005,0.1067,0.8481,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0091,0.0048,0,0,0,0.0007,0.0297,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2011,0.0026,0.1082,0.8409,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0098,0.0056,0,0.0001,0,0.0008,0.0316,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2012,0.0048,0.1105,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.011,0.0066,0,0.0004,0,0.0009,0.0323,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2013,0.0056,0.1054,0.7736,0.0004,0.0074,0.0548,0,0,0,0,0,0,0,0,0,0.0006,0.0117,0.0074,0,0.0005,0,0.0008,0.0298,0.0001,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2014,0.0069,0.1073,0.7684,0.0005,0.0076,0.055,0,0,0,0,0,0,0,0,0,0.0007,0.0126,0.0083,0,0.0006,0,0.0008,0.0292,0.0001,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2015,0.0086,0.1091,0.7625,0.0006,0.0079,0.0554,0,0,0,0,0,0,0,0,0,0.0008,0.0136,0.0093,0,0.0007,0,0.0008,0.0286,0.0001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2004,0.2715,0.246,0.262,0,0,0,0,0,0.0364,0,0,0,0,0,0.0042,0,0.0039,0.0003,0,0,0,0.1368,0.0432,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2005,0.2829,0.2358,0.2652,0,0,0,0,0,0.0309,0,0,0,0,0,0.0044,0,0.0044,0.0005,0,0,0,0.1357,0.0445,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2006,0.2987,0.2238,0.2662,0,0,0,0,0,0.0258,0,0,0,0,0,0.004,0.0001,0.005,0.0008,0,0,0,0.1337,0.0459,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2007,0.3122,0.2122,0.2684,0,0,0,0,0,0.0217,0,0,0,0,0,0,0.0002,0.0056,0.0011,0,0,0,0.1317,0.047,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2008,0.3265,0.2015,0.2666,0,0,0,0,0,0.0188,0,0,0,0,0,0,0.0002,0.0065,0.0015,0,0,0,0.1302,0.0482,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2009,0.3383,0.1914,0.2623,0,0,0,0,0,0.0159,0,0,0,0,0,0,0.0016,0.0092,0.0021,0,0,0,0.1296,0.0495,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2010,0.3491,0.1814,0.2585,0,0,0,0,0,0.0135,0,0,0,0,0,0,0.0022,0.0141,0.0032,0,0,0,0.1278,0.0502,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2011,0.3595,0.1715,0.2534,0,0,0,0,0,0.0121,0,0,0,0,0,0,0.0024,0.0196,0.0038,0,0.0002,0,0.1264,0.051,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2012,0.3699,0.159,0.248,0,0,0,0,0,0.011,0,0,0,0,0,0,0.0025,0.03,0.005,0,0.0006,0,0.123,0.051,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2013,0.3574,0.1387,0.2289,0.0251,0.01,0.0163,0,0,0.01,0,0,0.0007,0,0,0,0.0027,0.0372,0.0059,0,0.0007,0,0.1081,0.0471,0.0077,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2014,0.3678,0.1293,0.2255,0.0262,0.0095,0.0163,0,0,0.0097,0,0,0.0007,0,0,0,0.0029,0.0461,0.007,0,0.0009,0,0.1012,0.0463,0.0072,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2015,0.3768,0.1202,0.2213,0.0274,0.009,0.0163,0,0,0.0094,0,0,0.0007,0,0,0,0.0031,0.0571,0.0083,0,0.0012,0,0.0942,0.0451,0.0067,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2004,0.0073,0.1436,0.8371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0.0013,0.0103,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2005,0.0073,0.1455,0.8281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0.0021,0.0165,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2006,0.0072,0.1492,0.8232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0.0022,0.0176,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2007,0.0071,0.1531,0.8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0001,0,0,0,0.0023,0.0185,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2008,0.0073,0.1598,0.8111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0003,0,0,0,0.0023,0.0183,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2009,0.007,0.1667,0.8041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0005,0,0,0,0.0022,0.0183,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2010,0.007,0.1701,0.7994,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0013,0.0005,0,0,0,0.0023,0.0193,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2011,0.0091,0.1724,0.7935,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0015,0.0008,0,0,0,0.0024,0.0203,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2012,0.0113,0.1789,0.8018,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.002,0.0012,0,0,0,0.0005,0.0042,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2013,0.0105,0.1709,0.7438,0.0008,0.0121,0.0531,0,0,0,0,0,0,0,0,0,0.0002,0.0024,0.0014,0,0,0,0.0005,0.0039,0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2014,0.0105,0.1745,0.7381,0.0008,0.0126,0.0537,0,0,0,0,0,0,0,0,0,0.0003,0.0029,0.0018,0,0,0.0001,0.0006,0.004,0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2015,0.0105,0.178,0.7319,0.0008,0.0131,0.0545,0,0,0,0,0,0,0,0,0,0.0004,0.0036,0.0022,0,0,0.0001,0.0007,0.0039,0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2004,0.0734,0.073,0.7604,0,0,0,0,0.0024,0.0723,0,0,0,0,0,0,0,0.0004,0,0,0,0,0.0032,0.0148,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2005,0.0753,0.097,0.73,0,0,0,0,0.0027,0.0755,0,0,0,0,0,0,0,0.0006,0,0,0,0,0.0032,0.0157,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2006,0.0761,0.1219,0.6986,0,0,0,0,0.0026,0.0797,0,0,0,0,0,0,0,0.0008,0,0,0,0,0.0033,0.0169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2007,0.0769,0.1449,0.6689,0,0,0,0,0.0028,0.0833,0,0,0,0,0,0,0,0.0012,0.0001,0,0,0.0001,0.0035,0.0183,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2008,0.0783,0.1658,0.6425,0,0,0,0,0.0029,0.0852,0,0,0,0,0,0,0,0.0016,0.0002,0,0,0.0001,0.0036,0.0199,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2009,0.0795,0.1825,0.6201,0,0,0,0,0.0045,0.0858,0,0,0,0,0,0,0,0.0019,0.0002,0,0,0.0001,0.0037,0.0216,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2010,0.0878,0.2019,0.5797,0,0,0,0,0.0086,0.0934,0,0,0,0,0,0,0,0.0022,0.0002,0,0,0.0001,0.0036,0.0226,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2011,0.0835,0.2075,0.5787,0,0,0,0,0.0122,0.089,0,0,0,0,0,0,0,0.0022,0.0003,0,0,0.0001,0.0035,0.023,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2012,0.0841,0.2181,0.5589,0,0,0,0,0.0157,0.0929,0,0,0,0,0,0,0,0.0027,0.0003,0,0,0.0001,0.0034,0.0238,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2013,0.0808,0.213,0.5063,0.0057,0.0149,0.0362,0,0.0172,0.0899,0,0.0012,0.0063,0,0,0,0,0.0031,0.0004,0,0,0.0001,0.003,0.0205,0.0002,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2014,0.0828,0.2219,0.4903,0.0059,0.0157,0.0355,0,0.02,0.0928,0,0.0013,0.0065,0,0,0,0,0.0035,0.0004,0,0,0.0001,0.0029,0.0188,0.0001,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2015,0.0846,0.2307,0.474,0.0061,0.0166,0.0349,0,0.0233,0.0956,0,0.0016,0.0068,0,0,0,0,0.004,0.0004,0,0,0.0002,0.0028,0.0173,0.0001,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2004,0.0141,0.2428,0.6737,0,0,0,0.0003,0.0055,0.0472,0,0,0,0,0,0,0,0,0,0,0,0,0.0054,0.0111,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2005,0.0166,0.2369,0.6693,0,0,0,0.0003,0.0057,0.0529,0,0,0,0,0,0,0,0,0,0,0,0,0.0077,0.0105,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2006,0.0217,0.2323,0.6636,0,0,0,0.0005,0.0058,0.0561,0,0,0,0,0,0,0,0,0,0,0,0,0.0078,0.012,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2007,0.028,0.2325,0.647,0,0,0,0.0008,0.0057,0.064,0,0,0,0,0,0,0,0.0003,0.0001,0,0,0,0.0072,0.0145,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2008,0.0349,0.234,0.6309,0,0,0,0.001,0.0055,0.0689,0,0,0,0,0,0,0,0.0006,0.0002,0,0,0,0.0091,0.0149,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2009,0.0395,0.2397,0.6163,0,0,0,0.0011,0.0052,0.0718,0,0,0,0,0,0,0,0.001,0.0002,0,0,0,0.0085,0.0167,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
