,Entity,Year,Fossil fuels (% equivalent primary energy),Transport_x,Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity)
633,Europe,2003,82.08535766601562,1197699951.171875,655340026.8554688,-1195119995.1171875,318440002.44140625,298410003.6621094,829640014.6484375,1226550048.828125,2843050048.828125,896239990.234375,580239990.234375,122319999.69482422,284750000.0,6.906544208526611,54.31737518310547,16.346603393554688
634,Europe,2004,81.60941314697266,1237459960.9375,639880004.8828125,-1195619995.1171875,312079986.5722656,313070007.32421875,814739990.234375,1267030029.296875,2804189941.40625,889070007.3242188,581410034.1796875,123250000.0,300739990.234375,7.468925476074219,53.26604080200195,17.626754760742188
635,Europe,2005,81.54942321777344,1235410034.1796875,625419982.9101562,-1199430053.7109375,306110015.8691406,321549987.79296875,778340026.8554688,1265000000.0,2816199951.171875,880960021.9726562,613650024.4140625,117209999.08447266,311809997.5585937,7.651272296905518,53.406211853027344,17.923091888427734
636,Europe,2006,81.72217559814453,1259430053.7109375,617400024.4140625,-1197469970.703125,301959991.4550781,323290008.5449219,768609985.3515625,1289799926.7578125,2887820068.359375,882429992.6757812,593460021.9726562,108269996.6430664,328429992.67578125,7.595672607421875,53.85551071166992,17.829620361328125
637,Europe,2007,81.59647369384766,1279300048.828125,621359985.3515625,-1200420043.9453125,297730010.9863281,337730010.9863281,792039978.0273438,1310239990.234375,2868770019.53125,801000000.0,601169982.9101562,107040000.91552734,340279998.7792969,8.04043960571289,54.43621826171875,18.58828353881836
638,Europe,2008,81.11202239990234,1273920043.9453125,623609985.3515625,-1192479980.46875,292019989.0136719,319100006.1035156,765029968.2617188,1305079956.0546875,2782479980.46875,857000000.0,575780029.296875,105450004.57763672,343470001.2207031,8.45069694519043,53.77002334594727,19.41250228881836
639,Europe,2009,80.09931182861328,1218280029.296875,608890014.6484375,-1199000000.0,288050018.3105469,273399993.8964844,648200012.2070312,1248900024.4140625,2560350097.65625,820030029.296875,562530029.296875,95830001.83105467,313949981.6894531,9.25082778930664,51.936126708984375,21.12067222595215
640,Europe,2010,79.86880493164062,1229099975.5859375,607309997.5585938,-1197530029.296875,282750000.0,272200012.20703125,700390014.6484375,1259849975.5859375,2678449951.171875,858690002.4414062,563349975.5859375,97510002.13623048,319540008.5449219,9.566194534301758,51.44267272949219,21.82020568847656
641,Europe,2011,79.91268920898438,1227250000.0,603150024.4140625,-1321770019.53125,280209991.4550781,269920013.4277344,706320007.3242188,1257940063.4765625,2717890136.71875,771299987.7929688,570950012.2070312,98459999.08447266,329279998.7792969,9.470130920410156,51.54609680175781,21.638322830200195
642,Europe,2012,79.01852416992188,1181280029.296875,601320007.3242188,-1320030029.296875,278730010.9863281,273089996.3378906,728940002.4414062,1211319946.2890625,2704260009.765625,776330017.0898438,534630004.8828125,94839996.33789062,311970001.2207031,10.52684211730957,49.89657974243164,23.91400146484375
643,Europe,2013,78.1272964477539,1177150024.4140625,605140014.6484375,-1324900024.4140625,275019989.0136719,276000000.0,717000000.0,1206510009.765625,2583669921.875,786599975.5859375,528669982.91015625,94819999.69482422,314149993.8964844,11.563236236572266,47.55910873413086,26.343076705932617
644,Europe,2014,77.10578918457031,1183390014.6484375,612010009.765625,-1320709960.9375,273320007.32421875,283320007.32421875,726910034.1796875,1213109985.3515625,2400469970.703125,705549987.7929688,518330017.08984375,93400001.5258789,340980010.9863281,12.15720272064209,45.54987716674805,27.467817306518555
645,Europe,2015,76.9149398803711,1194310058.59375,610640014.6484375,-1324750000.0,273690002.44140625,272169982.91015625,710399963.3789062,1223949951.171875,2358899902.34375,738150024.4140625,525279968.2617188,89650001.5258789,337320007.32421875,12.45400333404541,45.44256591796875,27.95351791381836
646,Europe,2016,77.20954895019531,1216890014.6484375,610869995.1171875,-848020019.53125,273290008.5449219,270980010.9863281,712409973.1445312,1246739990.234375,2283780029.296875,764760009.765625,544520019.53125,90620002.74658205,340399993.8964844,12.564136505126951,45.6754264831543,28.450498580932617
647,Europe,2017,77.23201751708984,1237440063.4765625,610909973.1445312,-850500000.0,272459991.4550781,265080017.08984372,711890014.6484375,1268040039.0625,2258090087.890625,777369995.1171875,556020019.53125,91139999.38964844,357670013.4277344,12.595027923583984,45.522216796875,28.67086601257324
648,Europe,2018,76.76972961425781,1249079956.0546875,599650024.4140625,-847070007.3242188,271660003.6621094,257980010.98632807,711710021.9726562,1280619995.1171875,2218939941.40625,802479980.46875,584719970.703125,99430000.30517578,370269989.0136719,13.195202827453612,43.6987419128418,30.542442321777344
649,Europe,2019,76.18240356445312,1252219970.703125,598950012.2070312,-847619995.1171875,270869995.1171875,250949996.9482422,726760009.765625,1284540039.0625,2096380126.953125,785960021.9726562,601619995.1171875,97590003.96728516,369690002.4414063,13.646665573120115,42.47077178955078,31.560029983520508
650,European Union (27),1990,83.03346252441406,642690002.4414062,512179992.6757813,-276049987.79296875,165169998.1689453,216949996.9482422,673070007.3242188,660090026.8554688,1471479980.46875,620260009.765625,46229999.54223633,98330001.83105467,160289993.2861328,5.138932228088379,53.03664779663086,13.321137428283691
651,European Union (27),1991,82.38163757324219,651239990.234375,489540008.5449219,-276049987.79296875,168479995.72753906,203649993.8964844,609049987.7929688,668799987.7929688,1463739990.234375,648960021.9726562,45290000.915527344,99370002.74658205,158639999.38964844,5.406729221343994,52.53940963745117,13.690239906311035
652,European Union (27),1992,81.78375244140625,669020019.53125,463829986.5722656,-276010009.765625,170429992.67578125,210529998.77929688,553700012.2070312,687020019.53125,1432459960.9375,602659973.1445312,43729999.54223633,92730003.3569336,163369995.1171875,5.748823165893555,51.52223587036133,14.364452362060549
653,European Union (27),1993,81.08274841308594,674159973.1445312,448200012.2070313,-276010009.765625,171160003.66210938,208059997.55859372,534760009.765625,692219970.703125,1382609985.3515625,609380004.8828125,43409999.84741211,95150001.5258789,165910003.66210938,5.977683067321777,50.13983154296875,14.812171936035156
654,European Union (27),1994,80.85086822509766,678710021.9726562,442720001.2207031,-276040008.5449219,170479995.72753906,220509994.50683597,550719970.703125,696820007.3242188,1383489990.234375,567109985.3515625,42810001.373291016,96010002.13623048,168229995.72753906,6.1953558921813965,50.57046508789063,15.046140670776367
655,European Union (27),1995,80.9115219116211,687309997.5585938,435459991.4550781,-275940002.44140625,170589996.33789062,228350006.1035156,566640014.6484375,705599975.5859375,1398709960.9375,578419982.9101562,44310001.373291016,95500000.0,171860000.61035156,6.0873212814331055,50.86529922485352,14.68864917755127
656,European Union (27),1996,80.84516906738281,709679992.6757812,438760009.765625,-275910003.6621094,169550003.0517578,233960006.7138672,563979980.46875,728419982.9101562,1426959960.9375,630469970.703125,44909999.84741211,97349998.4741211,179539993.2861328,5.9001784324646,50.79574203491211,14.174456596374512
657,European Union (27),1997,80.38331604003906,721219970.703125,437269989.0136719,-275790008.5449219,167369995.1171875,235399993.8964844,563159973.1445312,740190002.4414062,1386719970.703125,589630004.8828125,43639999.38964844,95709999.08447266,190929992.67578125,6.20410680770874,50.13860321044922,14.725703239440918
658,European Union (27),1998,80.38725280761719,750559997.5585938,432529998.7792969,-275540008.5449219,165289993.2861328,219080001.8310547,536190002.4414063,770039978.0273438,1388020019.53125,576190002.4414062,43000000.0,94449996.9482422,200119995.1171875,6.434265613555908,50.4287338256836,15.10321044921875
659,European Union (27),1999,80.0277328491211,768489990.234375,429820007.3242188,-275570007.32421875,162789993.2861328,209809997.55859372,511119995.1171875,788179992.6757812,1351119995.1171875,566039978.0273438,42560001.373291016,88519996.6430664,201050003.0517578,6.494025707244873,50.165557861328125,15.016263961791992
660,European Union (27),2000,79.58784484863281,768320007.3242188,424730010.9863281,-275100006.1035156,161740005.49316406,213009994.50683597,524710021.97265625,787849975.5859375,1370430053.7109375,540419982.9101562,41680000.30517578,87849998.4741211,214229995.72753903,6.851287841796875,50.08280944824219,15.495274543762209
661,European Union (27),2001,79.22496032714844,782750000.0,418250000.0,-314640014.6484375,159550003.0517578,208729995.72753903,516760009.765625,802369995.1171875,1388890014.6484375,577549987.7929688,41319999.69482422,85620002.74658203,216270004.2724609,7.122067928314209,49.421512603759766,16.05973243713379
662,European Union (27),2002,79.70001220703125,790830017.0898438,415630004.8828125,-314690002.44140625,156960006.7138672,208110000.6103516,502700012.2070313,810570007.3242188,1411979980.46875,555450012.2070312,40790000.915527344,83519996.6430664,218809997.55859372,6.44000244140625,50.96217727661133,14.329418182373049
663,European Union (27),2003,80.04253387451172,805000000.0,410540008.5449219,-314649993.8964844,154509994.50683594,212190002.44140625,512770019.53125,824849975.5859375,1457130004.8828125,584640014.6484375,42040000.915527344,76510002.13623047,225539993.2861328,6.376659870147705,51.94927978515625,14.07160186767578
664,European Union (27),2004,79.42350769042969,824590026.8554688,409510009.765625,-314920013.4277344,150330001.8310547,220100006.1035156,498019989.0136719,844739990.234375,1456369995.1171875,580989990.234375,40369998.931884766,77309997.55859375,238800003.0517578,6.954032897949219,50.87202072143555,15.199995040893556
665,European Union (27),2005,79.62680053710938,822919982.9101562,402209991.4550781,-314619995.1171875,145460006.7138672,223000000.0,486209991.4550781,843030029.296875,1449689941.40625,582030029.296875,40950000.76293945,77650001.5258789,245369995.1171875,7.023420810699463,51.33544158935547,15.151114463806152
666,European Union (27),2006,79.44766998291016,834690002.4414062,398000000.0,-314670013.4277344,142320007.32421875,224029998.77929688,471380004.8828125,855210021.9726562,1464510009.765625,579960021.9726562,40409999.84741211,75160003.66210938,260170013.4277344,7.413073539733887,51.33045959472656,15.74269199371338
667,European Union (27),2007,79.36473846435547,843320007.3242188,403029998.7792969,-314529998.7792969,138759994.50683594,234289993.2861328,472739990.234375,864359985.3515625,1490319946.2890625,504070007.3242188,39159999.84741211,70949996.94824219,271540008.5449219,8.028536796569824,51.957618713378906,16.65215492248535
668,European Union (27),2008,78.40341186523438,826559997.5585938,398940002.4414063,-314630004.8828125,134839996.33789062,220479995.72753903,453709991.4550781,847539978.0273438,1414699951.171875,547780029.296875,38389999.38964844,69860000.61035156,271609985.3515625,8.83519458770752,50.34783935546875,18.07586479187012
669,European Union (27),2009,77.50193786621094,799979980.46875,391779998.7792969,-314489990.234375,132979995.72753906,193690002.44140625,376339996.3378906,820710021.9726562,1301060058.59375,535669982.91015625,35900001.525878906,67330001.83105469,245029998.77929688,9.93421459197998,48.90627670288086,20.08116149902344
670,European Union (27),2010,76.65459442138672,793690002.4414062,392760009.765625,-314290008.5449219,130130004.8828125,185759994.50683597,402850006.1035156,814440002.4414062,1338380004.8828125,563989990.234375,36169998.16894531,69589996.33789062,247059997.55859372,10.899171829223633,47.26530838012695,21.89069938659668
671,European Union (27),2011,76.38448333740234,788369995.1171875,386190002.4414063,-575109985.3515625,126959999.08447266,183929992.67578125,402640014.6484375,809010009.765625,1320119995.1171875,494399993.8964844,35049999.23706055,66879997.25341797,248889999.38964844,11.111048698425291,47.28937530517578,21.956228256225582
672,European Union (27),2012,75.2038803100586,758010009.765625,385730010.9863281,-575000000.0,124110000.61035156,180330001.8310547,387619995.1171875,778130004.8828125,1300390014.6484375,508440002.4414063,33709999.084472656,65400001.525878906,237339996.33789065,12.618176460266112,45.2825927734375,24.82903289794922
673,European Union (27),2013,74.09778594970703,751650024.4140625,388619995.1171875,-575109985.3515625,120449996.9482422,177089996.33789062,380720001.2207031,771030029.296875,1232520019.53125,518090026.8554688,30540000.915527344,65599998.47412109,230259994.50683597,13.789876937866213,42.36994552612305,27.685510635375977
674,European Union (27),2014,72.66004943847656,758859985.3515625,393079986.5722656,-575130004.8828125,116919998.16894533,182539993.2861328,369309997.55859375,778580017.0898438,1163319946.2890625,442269989.0136719,28639999.38964844,63159999.84741211,227490005.4931641,14.76315975189209,39.88924407958984,29.283849716186523
675,European Union (27),2015,73.19525146484375,773500000.0,396459991.4550781,-575159973.1445312,115089996.33789062,177190002.44140625,366690002.4414063,793450012.2070312,1187060058.59375,468000000.0,28750000.0,61959999.084472656,230410003.66210935,14.853164672851562,41.04970169067383,29.455963134765625
676,European Union (27),2016,73.67555236816406,792619995.1171875,395089996.3378906,-234360000.6103516,111449996.9482422,177240005.49316406,368850006.1035156,812809997.5585938,1165280029.296875,478579986.5722656,28370000.8392334,61459999.084472656,241830001.8310547,14.857019424438477,41.563777923583984,29.74603843688965
677,European Union (27),2017,74.05484008789062,807169982.9101562,394380004.8828125,-233699996.9482422,110069999.69482422,172639999.38964844,371510009.765625,827880004.8828125,1171750000.0,473910003.6621094,28879999.1607666,62060001.373291016,252130004.8828125,14.778873443603516,42.35071563720703,29.550769805908203
678,European Union (27),2018,73.13379669189453,806950012.2070312,384200012.2070313,-233919998.1689453,108699996.9482422,167160003.66210938,379260009.765625,827979980.46875,1110550048.828125,453149993.8964844,28350000.381469727,70099998.4741211,262290008.54492188,15.767749786376951,39.805118560791016,32.0235710144043
679,European Union (27),2019,72.1963882446289,813710021.9726562,384380004.8828125,-233860000.6103516,107330001.83105467,160350006.10351562,365929992.6757813,835059997.5585938,992760009.765625,439829986.5722656,28329999.92370605,69459999.08447266,265049987.79296875,16.51869010925293,37.82288360595703,33.648048400878906
680,Finland,1990,68.18543243408203,11720000.267028809,7539999.961853027,-31120000.8392334,4670000.076293945,2440000.057220459,13850000.381469728,12029999.732971191,20030000.686645508,6909999.847412109,9999.999776482582,2180000.066757202,2809999.942779541,15.044628143310549,35.282108306884766,29.51003837585449
681,Finland,1991,66.71503448486328,11399999.618530272,7030000.20980835,-31120000.8392334,4730000.019073486,2049999.952316284,13329999.923706057,11710000.038146973,21629999.1607666,7159999.847412109,50000.00074505806,1870000.004768372,2660000.0858306885,16.64373207092285,34.960689544677734,31.38714408874512
682,Finland,1992,65.15158081054688,11350000.381469728,6900000.095367432,-31120000.8392334,4739999.771118164,1809999.942779541,12909999.84741211,11659999.84741211,19270000.457763672,7059999.942779541,70000.00029802322,2029999.9713897705,3009999.990463257,18.367647171020508,31.94223022460937,34.80693435668945
683,Finland,1993,65.36447143554688,11119999.885559082,6880000.114440918,-31120000.8392334,4730000.019073486,1750000.0,12470000.267028809,11420000.076293943,22360000.61035156,5969999.79019165,79999.99821186066,2019999.9809265137,2490000.009536743,17.727712631225586,35.60049057006836,31.87291145324707
684,Finland,1994,68.382080078125,11560000.4196167,6909999.847412109,-31129999.1607666,4670000.076293945,1899999.976158142,13710000.038146973,11880000.114440918,27069999.69482422,6340000.152587891,90000.00357627869,1759999.9904632568,2150000.095367432,15.916638374328612,42.63336181640625,27.85175895690918
685,Finland,1995,65.85560607910156,11359999.656677246,6730000.019073486,-31110000.61035156,4599999.904632568,2019999.9809265137,12039999.961853027,11659999.84741211,25010000.22888184,6429999.828338623,90000.00357627869,1759999.9904632568,1940000.057220459,17.851295471191406,39.23064804077149,30.32988739013672
686,Finland,1996,68.50100708007812,11090000.15258789,6670000.076293945,-31100000.381469727,4489999.771118164,2099999.9046325684,11899999.618530272,11380000.114440918,31989999.771118164,6369999.885559082,90000.00357627869,1789999.961853027,2140000.104904175,15.462066650390623,46.51886367797852,25.651840209960938
687,Finland,1997,65.80757904052734,11699999.809265137,6710000.038146973,-31090000.15258789,4369999.885559082,2250000.0,12229999.542236328,12000000.0,29459999.084472656,6019999.980926514,79999.99821186066,1750000.0,2279999.9713897705,17.178953170776367,40.66788482666016,28.66831398010254
688,Finland,1998,62.511474609375,11859999.656677246,6559999.942779541,-31049999.237060547,4179999.828338623,2289999.961853028,13710000.038146973,12159999.84741211,24290000.915527344,6159999.847412109,79999.99821186066,1789999.961853027,2670000.0762939453,20.30083465576172,33.93153381347656,34.47551727294922
689,Finland,1999,63.58098220825195,12170000.076293943,6500000.0,-30870000.8392334,4090000.1525878906,2390000.104904175,13100000.381469728,12479999.542236328,24719999.31335449,5300000.190734863,70000.00029802322,1720000.0286102295,2849999.9046325684,17.99002456665039,36.45161056518555,30.38138771057129
690,Finland,2000,62.36789321899414,11750000.0,6480000.019073486,-30659999.84741211,3849999.904632568,2579999.9237060547,11270000.457763672,12039999.961853027,26190000.534057617,3900000.095367432,59999.99865889549,2490000.009536743,3180000.066757202,19.70283317565918,33.95589065551758,33.01300430297852
691,Finland,2001,64.6219253540039,11890000.343322754,6369999.885559082,-15300000.190734863,3690000.057220459,2559999.942779541,11180000.30517578,12189999.5803833,31469999.31335449,4159999.847412109,79999.99821186066,2940000.057220459,2900000.095367432,17.71671485900879,40.07381057739258,28.64874649047852
692,Finland,2002,66.64453125,12069999.69482422,6480000.019073486,-15229999.542236328,3430000.066757202,2660000.0858306885,10810000.4196167,12369999.885559082,34290000.915527344,4099999.904632568,59999.99865889549,2799999.952316284,3119999.885559082,16.264904022216797,43.25225067138672,26.17388153076172
693,Finland,2003,69.22566223144531,12270000.457763672,6340000.152587891,-15180000.30517578,3230000.0190734863,2779999.9713897705,10489999.771118164,12579999.923706057,42509998.3215332,4019999.9809265137,70000.00029802322,3130000.114440918,3140000.104904175,14.59368133544922,49.90535736083984,22.34648895263672
694,Finland,2004,64.3572006225586,12600000.381469728,6329999.923706055,-15020000.457763672,3069999.933242798,3019999.9809265137,10579999.923706057,12920000.076293943,38619998.931884766,3910000.085830689,59999.99865889549,2619999.885559082,2910000.0858306885,19.509204864501957,43.170780181884766,29.563232421875
695,Finland,2005,62.45038986206055,12630000.114440918,6449999.809265137,-14989999.771118164,2829999.9237060547,3250000.0,10039999.961853027,12939999.5803833,27049999.237060547,3769999.9809265137,70000.00029802322,2509999.990463257,2880000.114440918,19.463720321655277,33.315433502197266,32.770545959472656
696,Finland,2006,65.98866271972656,12810000.4196167,6199999.809265137,-14970000.267028809,2910000.0858306885,3170000.0762939453,10090000.15258789,13130000.114440918,38689998.62670898,3759999.990463257,59999.99865889549,2309999.942779541,3190000.057220459,17.534887313842773,44.373809814453125,27.02593040466309
697,Finland,2007,64.33731079101562,13149999.618530272,6320000.171661377,-14949999.809265137,2789999.961853028,3299999.952316284,9729999.542236328,13470000.267028809,36689998.62670898,3630000.114440918,59999.99865889549,2480000.0190734863,3079999.9237060547,18.869096755981445,40.621212005615234,29.69109535217285
698,Finland,2008,60.613037109375,12529999.732971191,6559999.942779541,-14920000.076293943,2680000.066757202,3529999.9713897705,9289999.961853027,12840000.15258789,29969999.31335449,2980000.0190734863,59999.99865889549,2460000.0381469727,3039999.961853028,22.42776679992676,33.739219665527344,35.649139404296875
699,Finland,2009,62.1812744140625,11960000.038146973,6230000.019073486,-14869999.885559082,2579999.9237060547,2569999.933242798,7730000.019073486,12279999.732971191,29819999.69482422,3099999.9046325684,50000.00074505806,2319999.933242798,2329999.9237060547,19.18045997619629,36.59693908691406,29.94536590576172
700,Finland,2010,63.84766006469727,12470000.267028809,6420000.076293945,-14829999.923706057,2569999.933242798,2130000.114440918,9319999.69482422,12789999.961853027,35709999.084472656,3640000.104904175,50000.00074505806,2190000.057220459,2289999.961853028,19.64714241027832,41.15866470336914,29.79676055908203
701,Finland,2011,61.33151626586914,12289999.961853027,6000000.0,-54680000.30517578,2500000.0,2140000.104904175,8680000.305175781,12619999.885559082,29819999.69482422,2950000.047683716,39999.99910593033,2029999.9713897705,2549999.952316284,20.955501556396484,35.06173324584961,32.6625862121582
702,Finland,2012,57.0892448425293,11989999.771118164,5989999.771118164,-54650001.525878906,2450000.047683716,2140000.104904175,7920000.076293945,12310000.4196167,24959999.084472656,3150000.095367432,39999.99910593033,2150000.095367432,2240000.009536743,24.975452423095703,26.305469512939453,40.34713363647461
703,Finland,2013,59.109561920166016,11829999.923706057,6019999.980926514,-54650001.525878906,2329999.9237060547,2190000.057220459,7760000.228881836,12159999.84741211,26469999.31335449,2819999.933242798,39999.99910593033,2079999.9237060547,2319999.933242798,22.64786529541016,30.448467254638672,35.74716567993164
704,Finland,2014,56.508209228515625,10710000.038146973,6090000.152587891,-54619998.931884766,2200000.047683716,2170000.0762939453,7750000.0,11079999.923706057,23709999.084472656,2769999.9809265137,29999.999329447743,2029999.9713897705,2190000.057220459,24.728233337402344,26.311935424804688,38.3998908996582
705,Finland,2015,53.41696166992188,10699999.809265137,6039999.961853027,-54619998.931884766,2150000.095367432,2190000.057220459,7599999.904632568,11069999.69482422,20690000.534057617,2529999.9713897705,39999.99910593033,2049999.952316284,2869999.885559082,28.13772201538086,21.083505630493164,44.00498580932617
706,Finland,2016,55.4005012512207,11909999.84741211,6000000.0,6619999.885559082,2019999.9809265137,2220000.028610229,7699999.809265137,12220000.267028809,22079999.92370605,2680000.066757202,29999.999329447743,2069999.9332427976,2849999.9046325684,26.586719512939453,21.337831497192383,43.5298080444336
707,Finland,2017,53.60120391845703,11310000.4196167,5929999.828338623,6699999.809265137,1950000.047683716,2170000.0762939453,7619999.885559082,11659999.84741211,20209999.084472656,2569999.933242798,29999.999329447743,2000000.0,3180000.066757202,28.7075138092041,19.236032485961918,45.98563766479492
708,Finland,2018,53.86397171020508,11510000.228881836,5849999.904632568,6940000.057220459,1879999.9952316284,2069999.9332427976,8029999.732971191,11859999.656677246,21409999.84741211,2460000.0381469727,29999.999329447743,1899999.976158142,3380000.114440918,28.64155387878418,21.171443939208984,45.13365173339844
709,Finland,2019,52.14761352539063,11119999.885559082,5880000.114440918,6940000.057220459,1820000.0524520876,1950000.047683716,7269999.980926514,11470000.267028809,18739999.771118164,2359999.895095825,29999.999329447743,1940000.057220459,3599999.9046325684,29.214561462402344,18.165510177612305,45.747676849365234
710,France,1990,60.24617385864258,113230003.3569336,86730003.3569336,-24829999.92370605,15060000.4196167,39259998.3215332,60880001.068115234,116209999.08447266,75160003.66210938,89269996.6430664,2099999.9046325684,11189999.5803833,17440000.534057617,6.2226409912109375,11.251310348510742,13.257073402404783
711,France,1991,60.45458221435547,116849998.4741211,85760002.13623047,-24799999.237060547,15729999.542236328,38810001.373291016,61319999.69482422,119879997.25341795,86230003.3569336,99489997.86376952,2269999.9809265137,11430000.30517578,16930000.30517578,6.26654052734375,13.295868873596191,13.105879783630373
712,France,1992,58.89078903198242,119360000.61035156,81790000.91552734,-24799999.237060547,16479999.542236328,38669998.16894531,61700000.76293945,122419998.16894533,74610000.61035156,96839996.33789062,2250000.0,11569999.69482422,18000000.0,7.3992438316345215,10.885624885559082,15.333477020263672
713,France,1993,56.36549758911133,120480003.3569336,81230003.3569336,-24799999.237060547,17270000.457763672,38049999.23706055,57779998.77929688,123550003.0517578,61740001.6784668,93639999.38964844,2289999.961853028,11800000.190734863,17920000.076293945,6.968883514404297,7.321660041809082,14.146836280822754
714,France,1994,55.139774322509766,121379997.25341795,81739997.86376953,-24799999.237060547,17750000.0,37180000.30517578,57490001.6784668,124400001.5258789,61630001.068115234,87680000.30517578,2259999.990463257,11529999.732971191,17719999.313354492,8.563506126403809,7.0606536865234375,16.97693634033203
715,France,1995,55.02204895019531,122319999.69482422,82279998.77929688,-24799999.237060547,18229999.542236328,36759998.3215332,59680000.30517578,125349998.4741211,66569999.69482422,87639999.38964844,2299999.952316284,11550000.190734863,18510000.22888184,7.823903083801269,7.793248653411865,15.265775680541992
716,France,1996,55.384254455566406,122120002.74658205,83470001.22070312,-24850000.381469727,18620000.8392334,38680000.30517578,62939998.62670898,125120002.74658205,70330001.83105469,96800003.0517578,2359999.895095825,11800000.190734863,19639999.38964844,6.882894039154053,8.443740844726562,13.338008880615234
717,France,1997,55.12236404418945,124639999.38964844,82580001.83105469,-24860000.61035156,18979999.542236328,38900001.525878906,61930000.30517578,127690002.44140624,65809997.55859375,90930000.30517578,2220000.028610229,11729999.542236328,20639999.38964844,6.80388879776001,7.73421573638916,13.165112495422363
718,France,1998,57.01391220092773,129119995.1171875,82330001.83105469,-24860000.61035156,19559999.465942383,32990001.6784668,58770000.45776367,132250000.0,80440002.44140625,94400001.5258789,2240000.009536743,13850000.381469728,22239999.771118164,6.470213890075684,10.659605026245115,12.66822338104248
719,France,1999,56.1509895324707,129520004.27246094,82419998.16894531,-24889999.38964844,19920000.076293945,29430000.30517578,56900001.525878906,132619995.1171875,74529998.77929688,95680000.30517578,2250000.0,13880000.114440918,23579999.92370605,7.388863086700439,9.811602592468262,14.34150218963623
720,France,2000,55.34391403198242,132479995.72753906,83650001.5258789,-24889999.38964844,20219999.31335449,28370000.8392334,55720001.220703125,135610000.61035156,77580001.83105469,88709999.08447266,2289999.961853028,13890000.343322754,24430000.30517578,6.744560718536377,9.373021125793455,12.853358268737791
721,France,2001,54.85560989379883,134220001.22070312,83669998.16894531,-66290000.915527344,20469999.31335449,29620000.8392334,59619998.931884766,137330001.8310547,70180000.30517578,93750000.0,2359999.895095825,14199999.809265137,22879999.1607666,7.405366897583008,8.458121299743652,14.146453857421877
722,France,2002,54.5285530090332,134139999.38964844,81389999.38964844,-66330001.83105469,20629999.1607666,30760000.22888184,57419998.16894531,137229995.72753906,72930000.30517578,87180000.30517578,2349999.9046325684,14380000.114440918,22700000.762939453,6.175621032714844,9.421103477478027,11.484570503234863
723,France,2003,55.01045608520508,132820007.32421876,79699996.94824219,-66339996.33789063,20649999.618530277,31620000.8392334,56889999.38964844,135830001.8310547,75610000.61035156,92190002.44140624,2430000.066757202,14550000.190734863,23229999.542236328,5.96218204498291,10.122821807861328,11.12412452697754
724,France,2004,54.94113159179688,133059997.55859376,79419998.16894531,-66459999.084472656,20500000.0,29700000.762939453,53349998.47412109,136050003.0517578,75279998.77929688,95980003.3569336,2440000.057220459,15029999.732971191,25329999.92370605,5.970314979553223,9.847505569458008,11.13840389251709
725,France,2005,55.27814102172852,130800003.0517578,77849998.4741211,-66440002.44140625,20239999.771118164,30059999.465942383,55400001.525878906,133759994.50683594,81309997.55859375,93349998.4741211,2480000.0190734863,14590000.15258789,24739999.771118164,5.3653340339660645,10.997079849243164,9.777506828308104
726,France,2006,54.7220573425293,131119995.1171875,77500000.0,-66470001.220703125,20049999.237060547,30430000.30517578,55080001.83105469,134080001.83105467,77129997.25341797,88339996.33789062,2390000.104904175,14210000.038146973,25809999.465942383,5.96973180770874,9.897907257080078,10.84384536743164
727,France,2007,54.52615737915039,130289993.2861328,79239997.86376953,-66480003.3569336,19819999.69482422,31049999.237060547,54279998.77929688,133360000.61035156,78879997.25341797,79699996.94824219,2329999.9237060547,13810000.4196167,26659999.84741211,6.638713359832764,10.211174011230469,11.567516326904297
728,France,2008,53.91831970214844,124319999.69482422,78230003.3569336,-66470001.220703125,19600000.381469727,30229999.542236328,52770000.45776367,127440002.44140624,75370002.74658203,86360000.61035156,2359999.895095825,14090000.15258789,25639999.38964844,7.632267475128174,9.684356689453123,12.865885734558104
729,France,2009,54.5598258972168,122930000.30517578,76209999.08447266,-66459999.084472656,19040000.915527344,28170000.076293945,41470001.220703125,126050003.0517578,73160003.66210938,88389999.38964844,2269999.9809265137,13909999.84741211,24030000.686645508,7.70644998550415,9.57575225830078,12.997424125671388
730,France,2010,53.70637893676758,123269996.6430664,76279998.77929688,-66480003.3569336,19100000.381469727,27690000.534057617,45340000.15258789,126349998.4741211,74849998.4741211,87089996.33789062,2450000.047683716,13479999.542236328,24120000.8392334,8.220292091369629,10.123136520385742,13.735706329345703
731,France,2011,52.17024612426758,128539993.2861328,74199996.94824219,-61090000.15258789,18559999.465942383,28079999.92370605,50880001.068115234,131690002.44140624,64989997.86376953,72489997.86376953,2079999.9237060547,13729999.542236328,24940000.534057617,7.18551778793335,10.440984725952148,11.398710250854492
732,France,2012,52.03897857666016,127459999.08447266,74610000.61035156,-61040000.915527344,17920000.076293945,27620000.8392334,48369998.931884766,130630004.8828125,66790000.915527344,79400001.5258789,2119999.885559082,12850000.381469728,24020000.457763672,9.13736343383789,9.982471466064451,14.907098770141602
