,Entity,Year,Fossil fuels (% equivalent primary energy),Transport_x,Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity)
2142,Ukraine,2002,84.12307739257812,29700000.762939453,38419998.16894531,-24170000.076293945,11859999.656677246,6340000.152587891,88919998.16894531,30420000.076293945,135699996.9482422,44259998.3215332,11590000.15258789,4059999.942779541,910000.0262260436,1.8132338523864744,49.462398529052734,5.553893089294434
2143,Ukraine,2003,84.080322265625,29170000.076293945,36939998.62670898,-24239999.771118164,11909999.84741211,7329999.923706055,98019996.6430664,29850000.381469727,154839996.33789062,41680000.30517578,11659999.84741211,4219999.79019165,1120000.0047683716,1.688597321510315,49.64127731323242,5.139166355133057
2144,Ukraine,2004,82.68470764160156,31170000.076293945,33799999.23706055,-24389999.38964844,12090000.15258789,7820000.171661377,96569999.69482422,31899999.618530277,128910003.66210938,42240001.6784668,12020000.457763672,5150000.095367432,1129999.9952316284,2.1416072845458984,45.68495941162109,6.469958782196045
2145,Ukraine,2005,82.59812927246094,30590000.15258789,31590000.15258789,-24309999.465942383,12220000.267028809,8739999.771118164,75449996.94824219,31340000.15258789,138979995.72753906,38400001.525878906,12279999.732971191,8359999.656677246,1129999.9952316284,2.211732149124145,45.55427169799805,6.665233612060547
2146,Ukraine,2006,82.57118225097656,30229999.542236328,30840000.15258789,-24399999.618530277,12369999.885559082,9600000.381469728,82019996.6430664,30989999.771118164,138729995.72753906,44130001.068115234,11229999.542236328,4659999.847412109,1009999.9904632568,2.2632830142974854,46.585243225097656,6.681628227233887
2147,Ukraine,2007,82.64360809326172,39950000.76293945,30399999.618530277,-24450000.762939453,12600000.381469728,11289999.961853027,84099998.4741211,40830001.83105469,140009994.50683594,39159999.84741211,11159999.84741211,4210000.038146973,860000.0143051147,1.8360310792922971,47.45147705078125,5.334495067596436
2148,Ukraine,2008,82.35803985595703,39919998.16894531,31069999.69482422,-24520000.457763672,12569999.69482422,11050000.190734863,75750000.0,40799999.23706055,137300003.0517578,38939998.62670898,10800000.190734863,4429999.828338623,800000.011920929,2.132999897003174,47.21215438842773,6.138037204742432
2149,Ukraine,2009,80.75064849853516,33419998.168945312,28479999.542236328,-24440000.534057617,12670000.076293943,6159999.847412109,56340000.15258789,34189998.626708984,120739997.86376952,35590000.15258789,9229999.542236328,4150000.095367432,730000.0190734863,2.5476245880126958,45.25829315185547,6.979650497436523
2150,Ukraine,2010,80.74910736083984,33909999.84741211,28610000.61035156,-24479999.542236328,12819999.69482422,7239999.771118164,61470001.220703125,34680000.30517578,130070007.32421876,37500000.0,10819999.69482422,4329999.923706055,829999.9833106995,2.610059976577759,45.69502639770508,7.091109275817871
2151,Ukraine,2011,81.70184326171875,33669998.16894531,29799999.237060547,-14220000.267028809,13039999.961853027,9140000.343322754,65309997.55859375,34430000.30517578,138250000.0,38779998.77929688,9720000.267028809,4820000.171661377,740000.0095367432,2.098528861999512,47.9626579284668,5.743838787078857
2152,Ukraine,2012,81.42545318603516,31250000.0,29159999.84741211,-14189999.5803833,13199999.809265137,8350000.381469727,60659999.84741211,31989999.771118164,140789993.2861328,37889999.38964844,9250000.0,4659999.847412109,920000.0166893004,2.1388649940490723,48.76925659179688,5.648763179779053
2153,Ukraine,2013,81.06352233886719,31329999.92370605,31229999.542236328,-14140000.343322754,13489999.771118164,8449999.809265137,57080001.83105469,32060001.373291016,137250000.0,37380001.068115234,9439999.5803833,4869999.885559082,379999.9952316284,3.011183738708496,49.07099914550781,7.7758097648620605
2154,Ukraine,2014,78.66021728515625,26909999.84741211,30549999.237060547,-14039999.961853027,13789999.961853027,8340000.152587891,55709999.084472656,27520000.457763672,116360000.61035156,31870000.8392334,8460000.038146973,4429999.828338623,389999.98569488525,2.2846858501434326,45.628448486328125,5.561604976654053
2155,Ukraine,2015,75.47988891601562,23059999.465942383,28700000.762939453,-13989999.771118164,14079999.923706057,8300000.190734863,41889999.38964844,23590000.15258789,94930000.30517578,24280000.686645508,7420000.076293945,4360000.133514404,370000.0047683716,1.913326621055603,41.16430282592773,4.339027404785156
2156,Ukraine,2016,77.78733825683594,24290000.915527344,29540000.915527344,-12130000.114440918,14210000.038146973,8789999.961853027,37750000.0,24840000.15258789,105730003.3569336,26309999.465942383,7380000.114440918,4869999.885559082,479999.989271164,2.366657018661499,44.19530487060547,5.62449836730957
2157,Ukraine,2017,74.56427001953125,25350000.381469727,30120000.8392334,-12140000.343322754,14329999.923706057,8840000.15258789,31500000.0,25920000.076293945,86620002.74658203,25020000.457763672,7079999.923706055,3910000.085830689,779999.9713897705,2.975400447845459,37.18415451049805,6.961770057678223
2158,Ukraine,2018,75.36418151855469,25100000.381469727,30190000.534057617,-12079999.923706057,14460000.038146973,9159999.84741211,35720001.220703125,25649999.618530277,91319999.69482422,26940000.534057617,7460000.038146973,3950000.047683716,930000.0071525574,3.4212276935577397,38.0672721862793,8.147558212280273
2159,Ukraine,2019,74.68281555175781,26670000.076293945,29469999.31335449,-11970000.267028809,14579999.923706057,9659999.84741211,35470001.220703125,27209999.084472656,83430000.30517578,22059999.465942383,7239999.771118164,4139999.866485596,379999.9952316284,3.290361166000366,37.578125,7.699573516845703
2160,United Arab Emirates,1990,100.0,11289999.961853027,540000.0214576721,0.0,2150000.095367432,2430000.066757202,26680000.30517578,11539999.961853027,13630000.114440918,310000.0023841858,15970000.267028809,0.0,29360000.61035156,0.0,100.00000762939452,0.0
2161,United Arab Emirates,1991,100.00001525878906,11619999.885559082,600000.0238418579,0.0,2309999.942779541,2500000.0,33389999.38964844,11880000.114440918,13899999.618530272,289999.99165534973,16200000.762939451,0.0,40360000.61035156,0.0,100.0,0.0
2162,United Arab Emirates,1992,100.0,11810000.4196167,670000.0166893005,0.0,2460000.0381469727,2619999.885559082,29620000.8392334,12069999.69482422,14899999.618530272,270000.01072883606,16579999.923706057,9999.999776482582,40220001.220703125,0.0,100.00000762939452,0.0
2163,United Arab Emirates,1993,100.0,12600000.381469728,709999.9785423279,0.0,2609999.895095825,2690000.057220459,29629999.1607666,12880000.114440918,17159999.84741211,259999.99046325684,17670000.076293945,9999.999776482582,41049999.23706055,0.0,100.0,0.0
2164,United Arab Emirates,1994,100.0,12479999.542236328,779999.9713897705,0.0,2769999.9809265137,3099999.9046325684,34000000.0,12760000.228881836,18850000.381469727,289999.99165534973,19649999.618530277,0.0,44220001.220703125,0.0,100.0,0.0
2165,United Arab Emirates,1995,100.0,13109999.656677246,829999.9833106995,0.0,2819999.933242798,3450000.047683716,36110000.61035156,13409999.84741211,20170000.076293945,289999.99165534973,20250000.0,0.0,44119998.931884766,0.0,100.0,0.0
2166,United Arab Emirates,1996,100.0,13270000.457763672,889999.9856948853,0.0,2880000.114440918,3529999.9713897705,37759998.3215332,13579999.923706057,21500000.0,250000.0,21319999.69482422,0.0,43479999.54223633,0.0,99.99999237060548,0.0
2167,United Arab Emirates,1997,100.0,13199999.809265137,930000.0071525574,0.0,2940000.057220459,3289999.961853028,39959999.084472656,13510000.228881836,23239999.771118164,259999.99046325684,20819999.69482422,0.0,44169998.16894531,0.0,99.99999237060548,0.0
2168,United Arab Emirates,1998,100.0,13189999.5803833,980000.0190734864,0.0,3000000.0,4050000.1907348633,39409999.84741211,13500000.0,25559999.465942383,259999.99046325684,20229999.542236328,0.0,43970001.220703125,0.0,100.0,0.0
2169,United Arab Emirates,1999,99.99999237060548,13569999.69482422,1049999.9523162842,0.0,3059999.942779541,4099999.904632568,38700000.76293945,13890000.343322754,28170000.076293945,270000.01072883606,19600000.381469727,0.0,42139999.38964844,0.0,100.0,0.0
2170,United Arab Emirates,2000,100.00001525878906,14850000.381469728,1080000.0429153442,0.0,3109999.895095825,3769999.9809265137,33720001.220703125,15210000.038146973,31020000.457763672,319999.9928474426,20780000.686645508,0.0,40040000.915527344,0.0,100.0,0.0
2171,United Arab Emirates,2001,100.0,16280000.686645508,1129999.9952316284,0.0,4210000.038146973,3750000.0,41650001.525878906,16690000.534057615,34389999.38964844,469999.9988079071,20799999.237060547,0.0,37779998.77929688,0.0,100.0,0.0
2172,United Arab Emirates,2002,100.0,18770000.457763672,1230000.0190734863,0.0,5309999.942779541,4059999.942779541,37860000.61035156,19239999.771118164,38009998.3215332,119999.997317791,19559999.465942383,0.0,35659999.84741211,0.0,100.00000762939452,0.0
2173,United Arab Emirates,2003,100.0,20860000.61035156,1299999.9523162842,0.0,6409999.847412109,4400000.095367432,35979999.54223633,21389999.38964844,42009998.3215332,119999.997317791,21809999.465942383,0.0,40250000.0,0.0,100.0,0.0
2174,United Arab Emirates,2004,100.0,21069999.69482422,1299999.9523162842,0.0,7510000.228881836,4719999.79019165,33939998.626708984,21590000.15258789,50080001.83105469,129999.99523162842,21950000.762939453,0.0,45520000.45776367,0.0,100.0,0.0
2175,United Arab Emirates,2005,99.99998474121094,22750000.0,1429999.9475479126,0.0,8609999.656677246,5019999.980926514,34990001.6784668,23309999.465942383,53470001.220703125,129999.99523162842,23139999.38964844,9999.999776482582,47090000.15258789,0.0,99.99999237060548,0.0
2176,United Arab Emirates,2006,100.0,23920000.076293945,1480000.0190734863,0.0,9479999.542236328,6179999.828338623,34139999.38964844,24510000.22888184,57069999.69482422,129999.99523162842,24129999.1607666,9999.999776482582,51610000.61035156,0.0,100.0,0.0
2177,United Arab Emirates,2007,99.99999237060548,24590000.15258789,1539999.961853027,0.0,10350000.381469728,7440000.057220459,42509998.3215332,25180000.30517578,57139999.38964844,170000.00178813934,23909999.84741211,9999.999776482582,56540000.915527344,0.0,99.99999237060548,0.0
2178,United Arab Emirates,2008,99.99999237060548,26159999.84741211,1629999.9952316284,0.0,11220000.267028809,9529999.732971191,51930000.30517578,26799999.237060547,68339996.33789062,300000.01192092896,24250000.0,9999.999776482582,59270000.45776367,0.0,100.0,0.0
2179,United Arab Emirates,2009,99.99808502197266,28790000.915527344,1809999.942779541,0.0,12090000.15258789,8579999.923706055,60020000.45776367,29549999.237060547,59419998.16894531,490000.0095367432,22420000.076293945,9999.999776482582,51419998.16894531,0.0019177263602614,99.99259185791016,0.0074144089594483
2180,United Arab Emirates,2010,99.99474334716795,30059999.465942383,1649999.976158142,0.0,12960000.038146973,8260000.228881836,63229999.54223633,30840000.15258789,60970001.220703125,550000.011920929,23420000.076293945,9999.999776482582,54619998.931884766,0.0052583711221814,99.98038482666016,0.0196106415241956
2181,United Arab Emirates,2011,99.9944076538086,30079999.92370605,1649999.976158142,0.0,13920000.076293943,7610000.133514404,65349998.47412109,30870000.8392334,62240001.6784668,680000.0071525574,25170000.076293945,9999.999776482582,57909999.84741211,0.0055922521278262,99.9791259765625,0.0208761598914861
2182,United Arab Emirates,2012,99.99380493164062,30760000.22888184,1629999.9952316284,0.0,14880000.114440918,7309999.942779541,72980003.3569336,31579999.92370605,64459999.084472656,550000.011920929,26190000.534057617,9999.999776482582,60080001.83105469,0.006188437808305,99.9771728515625,0.0228220149874687
2183,United Arab Emirates,2013,99.97906494140624,34669998.16894531,1779999.9713897705,0.0,15840000.15258789,7699999.809265137,76550003.05175781,35630001.068115234,64739997.86376953,879999.9952316284,27760000.22888184,9999.999776482582,60930000.30517578,0.0209300145506858,99.92088317871094,0.0791171416640281
2184,United Arab Emirates,2014,99.92308044433594,35580001.83105469,1879999.9952316284,0.0,16799999.237060547,9539999.961853027,71660003.66210938,36569999.69482422,67910003.66210938,879999.9952316284,26549999.237060547,9999.999776482582,65239997.86376953,0.0769170373678207,99.72760772705078,0.272388607263565
2185,United Arab Emirates,2015,99.93048095703124,30879999.1607666,1960000.038146973,0.0,17760000.228881836,9680000.30517578,82010002.13623047,31760000.22888184,72550003.05175781,970000.0286102296,28520000.457763672,9999.999776482582,74900001.5258789,0.0695288330316543,99.75137329101562,0.2486234158277511
2186,United Arab Emirates,2016,99.93297576904295,34630001.068115234,1990000.0095367432,0.0,18629999.1607666,10319999.69482422,83559997.55859375,35619998.931884766,72769996.6430664,1019999.9809265136,29010000.22888184,9999.999776482582,79430000.30517578,0.0670223236083984,99.75282287597656,0.2471804767847061
2187,United Arab Emirates,2017,99.84587860107422,40720001.220703125,2029999.9713897705,0.0,19500000.0,10779999.732971191,71309997.55859375,41909999.84741211,74300003.05175781,1009999.9904632568,27829999.92370605,9999.999776482582,76870002.74658203,0.1541274785995483,99.44623565673828,0.5537610650062561
2188,United Arab Emirates,2018,99.72622680664062,37669998.16894531,2039999.9618530276,0.0,20370000.8392334,11600000.381469728,54590000.15258789,38779998.77929688,73370002.74658203,810000.0023841858,27819999.69482422,9999.999776482582,75580001.83105469,0.2737675905227661,99.0334243774414,0.966575026512146
2189,United Arab Emirates,2019,99.20817565917967,35779998.779296875,2079999.9237060547,0.0,21239999.771118164,11710000.038146973,69309997.55859375,36819999.69482422,72519996.6430664,569999.9928474426,29290000.915527344,9999.999776482582,75699996.94824219,0.7918253540992737,97.26000213623048,2.7400057315826416
2190,United Kingdom,1990,91.88230895996094,114970001.22070312,64169998.16894531,-12479999.542236328,65440002.44140625,49389999.38964844,77199996.94824219,118379997.25341795,249000000.0,97190002.44140624,11529999.732971191,14050000.190734863,27209999.084472656,0.6801177859306335,76.9727783203125,1.789584398269653
2191,United Kingdom,1991,91.5742645263672,114360000.61035156,62650001.525878906,-12479999.542236328,66040000.915527344,48619998.931884766,79239997.86376953,117750000.0,247300003.0517578,105629997.25341795,11189999.5803833,16729999.542236328,25860000.61035156,0.6104341745376587,76.0040283203125,1.6206270456314087
2192,United Kingdom,1992,90.69510650634766,115830001.83105467,61819999.69482422,-12479999.542236328,66230003.3569336,43680000.30517578,70830001.83105469,119250000.0,246770004.2724609,102779998.77929688,11710000.038146973,14229999.542236328,27479999.542236328,0.7424993515014648,73.51974487304688,1.967649221420288
2193,United Kingdom,1993,89.48506927490234,117000000.0,61580001.83105469,-12479999.542236328,66769996.643066406,40759998.3215332,71819999.69482422,120419998.16894533,225330001.8310547,105199996.9482422,12689999.5803833,14180000.30517578,28549999.237060547,0.6676498055458069,70.07942199707031,1.7697508335113523
2194,United Kingdom,1994,89.32717895507812,117379997.25341795,62409999.84741211,-12479999.542236328,67290000.91552734,42680000.30517578,72819999.69482422,120750000.0,219460006.7138672,106809997.55859376,14340000.15258789,9390000.343322754,28530000.686645508,0.8253747820854187,70.25888061523438,2.1373536586761475
2195,United Kingdom,1995,89.32077026367188,116330001.83105467,61779998.77929688,-12479999.542236328,68309997.55859375,42490001.6784668,69440002.44140625,119639999.38964844,216880004.8828125,102529998.77929688,16010000.228881836,10960000.038146973,30100000.381469727,0.7896187901496887,70.01338958740234,1.981364727020264
2196,United Kingdom,1996,89.3182144165039,120849998.4741211,62689998.62670898,-12479999.542236328,68599998.4741211,43790000.915527344,68279998.77929688,124250000.0,224130004.8828125,113669998.16894533,14939999.5803833,9210000.038146973,31870000.8392334,0.6443789005279541,70.83595275878906,1.6212866306304932
2197,United Kingdom,1997,88.58564758300781,121949996.9482422,61450000.76293945,-12479999.542236328,68510002.13623047,47040000.915527344,67089996.33789063,125330001.83105467,211710006.7138672,105300003.0517578,15279999.732971191,7949999.809265137,33840000.15258789,0.825344979763031,69.46903991699219,2.045513391494751
2198,United Kingdom,1998,88.39454650878906,121190002.44140624,61020000.45776367,-12479999.542236328,67419998.16894531,44400001.525878906,63729999.54223633,124529998.77929688,216770004.2724609,106940002.44140624,14609999.656677246,7940000.057220459,36650001.525878906,0.9855971932411194,68.63825988769531,2.3845577239990234
2199,United Kingdom,1999,88.6881332397461,124730003.3569336,60450000.76293945,-12470000.267028809,64709999.084472656,26139999.38964844,62639999.38964844,128199996.9482422,215789993.2861328,103059997.55859376,14710000.038146973,7710000.038146973,36330001.83105469,1.1055505275726318,69.43600463867188,2.611889362335205
2200,United Kingdom,2000,89.80681610107422,122949996.9482422,58040000.915527344,-12470000.267028809,62340000.15258789,25040000.915527344,62500000.0,126339996.33789062,226360000.6103516,102819999.69482422,14279999.732971191,7849999.904632568,38080001.83105469,1.1345574855804443,72.81190490722656,2.6293790340423584
2201,United Kingdom,2001,89.47136688232422,121900001.5258789,55029998.77929688,-10909999.84741211,60200000.76293945,24459999.084472656,66139999.38964844,125250000.0,235410003.66210935,106069999.69482422,13930000.30517578,7780000.20980835,37959999.084472656,1.085674524307251,72.41039276123047,2.481334924697876
2202,United Kingdom,2002,89.36436462402344,123169998.16894533,54310001.373291016,-10909999.84741211,58959999.084472656,23100000.381469727,61680000.30517578,126540000.91552734,230860000.6103516,101470001.22070312,13270000.457763672,5909999.847412109,36720001.220703125,1.2876194715499878,72.65533447265625,2.874032497406006
2203,United Kingdom,2003,89.5355224609375,124569999.69482422,53900001.525878906,-10920000.076293943,55169998.16894531,24340000.15258789,61319999.69482422,127910003.66210938,242300003.0517578,101760002.13623048,12930000.30517578,5409999.847412109,36950000.76293945,1.2342336177825928,73.3121109008789,2.685121774673462
2204,United Kingdom,2004,90.1626968383789,125980003.3569336,53860000.61035156,-10930000.30517578,50900001.525878906,24250000.0,58310001.373291016,129330001.83105467,240210006.7138672,104809997.55859376,12310000.4196167,5909999.847412109,40400001.525878906,1.6083946228027344,74.50470733642578,3.5923566818237305
2205,United Kingdom,2005,89.82596588134766,127199996.9482422,53259998.3215332,-10930000.30517578,48220001.220703125,24549999.237060547,55250000.0,130529998.77929688,244110000.6103516,100370002.74658205,11199999.809265137,6489999.771118164,42799999.23706055,1.924692988395691,73.4551773071289,4.253727912902832
2206,United Kingdom,2006,90.21209716796876,128850006.10351562,52290000.915527344,-10930000.30517578,45060001.373291016,24639999.38964844,54520000.45776367,132179992.67578124,249570007.32421875,96099998.4741211,10470000.267028809,5659999.847412109,44139999.38964844,2.11630916595459,74.4687728881836,4.560309886932373
2207,United Kingdom,2007,91.01329040527344,129550003.0517578,51259998.3215332,-10930000.30517578,41819999.69482422,25719999.31335449,53580001.83105469,132919998.16894533,243160003.66210935,91879997.25341795,9539999.961853027,5300000.190734863,44119998.931884766,2.422110080718994,77.30901336669922,4.961728096008301
2208,United Kingdom,2008,91.5544662475586,122739997.86376952,50770000.45776367,-10930000.30517578,37240001.6784668,24879999.1607666,52299999.23706055,126050003.0517578,232800003.0517578,96769996.6430664,8810000.4196167,5190000.057220459,46529998.77929688,2.912039041519165,79.01641845703125,5.6322174072265625
2209,United Kingdom,2009,88.84127044677734,118319999.69482422,49389999.38964844,-10930000.30517578,33180000.30517578,22430000.30517578,43259998.3215332,121550003.0517578,204789993.2861328,91900001.5258789,8729999.542236328,3579999.9237060547,44020000.45776367,3.54540491104126,73.13296508789062,6.700346946716309
2210,United Kingdom,2010,89.6924819946289,116849998.4741211,49790000.915527344,-10930000.30517578,28450000.762939453,23520000.457763672,45040000.915527344,120040000.91552734,209850006.1035156,102809997.55859376,7789999.961853027,4030000.2098083496,41240001.6784668,3.659129858016968,75.39310455322266,6.852248668670654
2211,United Kingdom,2011,87.35843658447266,115400001.5258789,49590000.15258789,-9310000.4196167,26250000.0,21309999.465942383,40310001.373291016,118510002.13623048,198190002.44140625,83129997.25341797,7119999.885559082,3980000.0190734863,43580001.83105469,4.891127109527588,70.12852478027344,9.568999290466309
2212,United Kingdom,2012,86.78067016601562,114910003.66210938,49380001.068115234,-9310000.4196167,24629999.1607666,21069999.69482422,40349998.47412109,117940002.44140624,212520004.2724609,91389999.38964844,6880000.114440918,4380000.114440918,41099998.47412109,5.453806877136231,67.56555938720703,11.335809707641602
2213,United Kingdom,2013,85.27743530273438,114169998.16894533,49599998.47412109,-9310000.4196167,20930000.30517578,21590000.15258789,41060001.373291016,117180000.30517578,196809997.55859372,92830001.83105467,6780000.20980835,4380000.114440918,41009998.3215332,6.954725742340088,63.68334579467773,14.852421760559082
2214,United Kingdom,2014,83.73983001708984,115639999.38964844,50680000.30517578,-9310000.4196167,18379999.1607666,22049999.237060547,40740001.6784668,118699996.9482422,171720001.22070312,78669998.16894531,6699999.809265137,4030000.2098083496,41069999.69482422,8.877188682556152,60.05719757080078,19.08405113220215
2215,United Kingdom,2015,81.03944396972656,118819999.69482422,50799999.23706055,-9310000.4196167,17299999.237060547,22069999.69482422,39349998.47412109,121860000.61035156,151169998.1689453,82599998.4741211,6940000.057220459,4219999.79019165,40659999.84741211,10.9766206741333,52.46493911743164,24.600147247314453
2216,United Kingdom,2016,80.78339385986328,121629997.25341795,50950000.76293945,-10960000.038146973,18159999.84741211,21520000.457763672,33299999.237060547,124699996.9482422,126660003.66210938,87830001.83105469,7210000.038146973,6210000.038146973,41159999.84741211,11.037631034851074,51.80028533935547,24.47294044494629
2217,United Kingdom,2017,79.05809020996094,122089996.33789062,51400001.525878906,-10960000.038146973,17780000.686645508,20260000.22888184,33860000.61035156,125160003.66210938,114360000.61035156,85459999.08447266,7170000.076293945,6170000.076293945,42270000.45776367,12.948246002197266,47.59929656982422,29.242341995239254
2218,United Kingdom,2018,78.09134674072266,120550003.0517578,50689998.62670898,-10960000.038146973,17389999.389648438,19100000.381469727,32770000.457763672,123660003.66210938,107330001.83105467,89580001.83105469,7019999.980926514,5900000.095367432,43180000.30517578,14.52646827697754,44.89680099487305,33.05904769897461
2219,United Kingdom,2019,77.25538635253906,118449996.9482422,50590000.15258789,-10960000.038146973,17010000.228881836,18069999.69482422,31819999.69482422,121639999.38964844,99300003.0517578,88910003.66210938,6789999.961853027,5949999.809265137,43119998.931884766,16.241540908813477,43.22309112548828,36.91803741455078
2220,United States,1990,87.65364837646484,1426969970.703125,357820007.32421875,-416820007.3242188,199339996.33789065,164710006.7138672,606900024.4140625,1468599975.5859375,2171629882.8125,547890014.6484375,248190002.44140625,69050003.05175781,132080001.83105467,4.724676609039307,69.96940612792969,10.917162895202637
2221,United States,1991,87.17144012451172,1399670043.9453125,358929992.67578125,-416820007.3242188,201899993.8964844,154309997.55859375,569289978.0273438,1440670043.9453125,2191739990.234375,557710021.9726562,247169998.1689453,67180000.30517578,138410003.66210938,4.72428560256958,69.14593505859375,10.741865158081056
2222,United States,1992,87.67133331298828,1430660034.1796875,366450012.2070313,-416820007.3242188,202080001.8310547,157309997.55859375,520000000.0,1472869995.1171875,2289280029.296875,567599975.5859375,246850006.1035156,50520000.45776367,145369995.1171875,4.261230945587158,70.01856231689453,9.729862213134766
2223,United States,1993,87.63529205322266,1454189941.40625,367600006.1035156,-416820007.3242188,200220001.22070312,160570007.32421875,534520019.53125,1497050048.828125,2348060058.59375,593340026.8554688,237759994.50683597,45250000.0,133740005.49316406,4.571409702301025,70.45148468017578,10.270780563354492
2224,United States,1994,87.71465301513672,1506900024.4140625,377510009.765625,-416940002.4414063,200520004.2724609,165509994.50683594,536950012.2070312,1551219970.703125,2373439941.40625,583450012.2070312,243899993.8964844,46020000.45776367,131410003.66210938,4.25481653213501,70.57928466796875,9.53238296508789
2225,United States,1995,86.97457885742188,1537760009.765625,375809997.55859375,-416820007.3242188,195750000.0,187539993.2861328,488950012.2070313,1583180053.7109375,2436260009.765625,588150024.4140625,244809997.55859372,46060001.373291016,139199996.9482422,4.762141227722168,69.14323425292969,10.601638793945312
2226,United States,1996,86.97186279296875,1577189941.40625,380339996.3378906,-415459991.4550781,192389999.38964844,197279998.77929688,488029998.7792969,1623420043.9453125,2517459960.9375,624580017.0898438,245759994.50683597,47200000.76293945,135899993.89648438,5.018571376800537,68.85979461669922,11.360623359680176
2227,United States,1997,87.47785949707031,1602130004.8828125,378989990.234375,-417190002.4414063,183259994.50683597,198509994.50683597,509029998.7792969,1648880004.8828125,2756790039.0625,607080017.0898438,247850006.1035156,47669998.16894531,127930000.30517578,5.11522102355957,70.31706237792969,11.45328140258789
2228,United States,1998,87.41693115234375,1640359985.3515625,377299987.7929688,-415630004.8828125,173820007.32421875,209710006.7138672,515150024.4140625,1688189941.40625,2814449951.171875,555619995.1171875,246410003.66210935,43799999.23706055,127680000.30517578,4.695756912231445,71.02997589111328,10.147995948791504
2229,United States,1999,87.0391845703125,1686180053.7109375,374730010.9863281,-415160003.6621094,167630004.8828125,206139999.38964844,503350006.1035156,1735150024.4140625,2782070068.359375,573859985.3515625,240690002.44140625,41669998.16894531,141820007.32421875,4.583451747894287,70.1986083984375,9.8608980178833
2230,United States,2000,87.48992919921875,1717849975.5859375,369040008.5449219,-414950012.2070313,164690002.44140625,208699996.9482422,571299987.7929688,1767780029.296875,2814149902.34375,605789978.0273438,241259994.50683597,44779998.77929688,148919998.1689453,4.02735710144043,71.44514465332031,8.52642822265625
2231,United States,2001,87.77423858642578,1720040039.0625,367000000.0,-400929992.6757813,159809997.55859375,192089996.33789065,543770019.53125,1770170043.9453125,2825560058.59375,587640014.6484375,242039993.2861328,47939998.62670898,115360000.61035156,3.4213709831237797,72.2430191040039,7.138976097106934
2232,United States,2002,87.23899841308594,1741640014.6484375,366359985.3515625,-400000000.0,157990005.49316406,202070007.32421875,494170013.4277344,1792969970.703125,2692120117.1875,588010009.765625,238190002.44140625,50750000.0,140130004.8828125,4.015506744384766,71.39646911621094,8.29367733001709
2233,United States,2003,87.33898162841797,1766760009.765625,371290008.5449219,-400269989.0136719,160860000.61035156,191490005.4931641,488959991.4550781,1818939941.40625,2720100097.65625,612109985.3515625,236380004.8828125,45490001.6784668,124230003.3569336,4.18004035949707,71.68450927734375,8.535911560058594
2234,United States,2004,87.36530303955078,1788670043.9453125,372859985.3515625,-400350006.1035156,158529998.77929688,199029998.77929688,515450012.2070313,1842000000.0,2754540039.0625,596640014.6484375,236710006.7138672,56520000.45776367,142559997.55859375,4.101511478424072,71.77799987792969,8.258766174316406
2235,United States,2005,87.3758773803711,1807719970.703125,371769989.0136719,-400700012.2070313,156440002.44140625,204419998.1689453,481140014.6484375,1861920043.9453125,2803760009.765625,578880004.8828125,239039993.2861328,55470001.220703125,152929992.67578125,4.219231128692627,72.37273406982422,8.276261329650879
2236,United States,2006,86.84645080566406,1806020019.53125,375399993.8964844,-400619995.1171875,154350006.10351562,208389999.38964844,500010009.765625,1861329956.0546875,2734979980.46875,523429992.6757813,242410003.66210935,60509998.3215332,159800003.0517578,4.678860664367676,71.63478088378906,8.919713020324707
2237,United States,2007,87.11636352539062,1806369995.1171875,378980010.9863281,-400190002.4414063,152339996.33789062,221720001.22070312,489980010.9863281,1862030029.296875,2801709960.9375,555320007.3242188,249149993.8964844,56240001.6784668,169669998.1689453,4.373008728027344,72.59879302978516,7.960738658905029
2238,United States,2008,86.32917785644531,1708270019.53125,377600006.1035156,-399769989.0136719,150220001.22070312,208910003.66210935,478519989.0136719,1761589965.8203125,2731600097.65625,562809997.5585938,258600006.1035156,53979999.54223633,155529998.77929688,5.004550457000732,71.68444061279297,8.705045700073242
2239,United States,2009,85.2238540649414,1622550048.828125,371690002.4414063,-400799987.7929688,147449996.9482422,190550003.0517578,410850006.1035156,1674020019.53125,2499979980.46875,557739990.234375,255649993.8964844,50459999.084472656,142470001.22070312,5.80000638961792,69.69388580322266,10.017877578735352
2240,United States,2010,85.44165802001953,1679770019.53125,373600006.1035156,-401000000.0,148270004.27246094,204589996.33789065,469899993.8964844,1733130004.8828125,2620929931.640625,552169982.9101562,272440002.44140625,52110000.61035156,150210006.7138672,5.840554714202881,70.5555648803711,9.80731201171875
2241,United States,2011,84.54357147216797,1633589965.8203125,374929992.6757813,-417649993.8964844,139229995.72753906,217000000.0,439100006.1035156,1686209960.9375,2499530029.296875,529049987.7929688,295859985.3515625,48700000.76293945,147009994.50683594,6.897319316864014,68.7261734008789,11.871536254882812
2242,United States,2012,84.60689544677734,1597530029.296875,371850006.1035156,-417869995.1171875,140309997.55859375,210149993.8964844,441920013.4277344,1650089965.8203125,2370169921.875,466350006.1035156,313570007.32421875,46709999.084472656,120510002.13623048,6.88633394241333,69.2228012084961,11.653850555419922
