Entity,Code,Year,Solar (TWh growth - equivalent),Coal (TWh growth),Gas (TWh growth),Other renewables (TWh growth - equivalent),Nuclear (TWh growth - equivalent),Hydro (TWh growth - equivalent),Wind (TWh growth - equivalent),Oil (TWh growth)
Africa,,1972,0,1.198516845703125,6.265392303466797,0.0031922459602355957,0,10.703727722167969,0,37.107177734375
Africa,,1973,0,24.699554443359375,14.881135940551758,0.015961110591888428,0,5.063873291015625,0,39.04718017578125
Africa,,1974,0,16.73583984375,4.966693878173828,0.015961050987243652,0,12.778236389160156,0,18.07989501953125
Africa,,1975,0,25.43426513671875,9.119888305664062,-0.009576618671417236,0,6.064476013183594,0,28.60498046875
Africa,,1976,0,29.993682861328125,7.343017578125,0.04149860143661499,0,12.063514709472656,0,56.17578125
Africa,,1977,0,10.624267578125,7.252799987792969,0.012768924236297607,0,12.215721130371094,0,42.58587646484375
Africa,,1978,0,-13.882843017578125,29.135704040527344,0.01915299892425537,0,1.118255615234375,0,37.01470947265625
Africa,,1979,0,29.431427001953125,51.47290802001953,0.019153356552124023,0,9.634735107421875,0,38.75762939453125
Africa,,1980,0,36.31005859375,38.0711669921875,0.019153296947479248,0,-3.7064361572265625,0,46.3001708984375
Africa,,1981,0,92.24169921875,41.57716369628906,0.035114169120788574,0,5.5624542236328125,0,66.62298583984375
Africa,,1982,0,65.3770751953125,18.242401123046875,0.05745977163314819,0,0.0394287109375,0,41.3653564453125
Africa,,1983,0,12.0701904296875,24.541824340820312,-0.019153356552124023,0,-14.6639404296875,0,39.32501220703125
Africa,,1984,0,49.65179443359375,-11.372589111328125,0.012768864631652832,11.137245178222656,-2.2389984130859375,0,17.19989013671875
Africa,,1985,0,24.26806640625,18.939971923828125,0.11172729730606079,3.944146156311035,14.665817260742188,0,25.33978271484375
Africa,,1986,0,18.19012451171875,34.428436279296875,1.114433765411377,9.897252082824707,5.014129638671875,0,-18.49871826171875
Africa,,1987,0,22.96368408203125,10.113189697265625,0,-7.47968864440918,-6.1768951416015625,0,53.4754638671875
Africa,,1988,0,61.841064453125,35.0601806640625,-0.08938169479370117,12.275087356567383,13.415847778320312,0,44.1995849609375
Africa,,1989,0,-54.5399169921875,13.0264892578125,-0.028730034828186035,1.7195358276367188,7.932891845703125,0,37.6583251953125
Africa,,1990,0,42.057373046875,27.174346923828125,0.5703405141830444,-7.519414901733398,2.89324951171875,0,18.476318359375
Africa,,1991,0,-23.91607666015625,2.990203857421875,0.06136155128479004,1.9720726013183594,10.044387817382812,0,6.3023681640625
Africa,,1992,0,5.0689697265625,19.634674072265625,0.10543131828308105,0.4086036682128906,-8.253524780273438,0,21.8193359375
Africa,,1993,0,12.8828125,-8.626312255859375,0.30469584465026855,-5.768669128417969,-3.4827117919921875,0.005916666705161333,9.5521240234375
Africa,,1994,0,22.73388671875,19.18402099609375,-0.32393765449523926,6.929210662841797,2.7013397216796875,0.010055555030703545,41.8079833984375
Africa,,1995,0,28.0234375,29.415496826171875,0.5406527519226074,4.551372528076172,6.425018310546875,0.002666667103767395,44.8970947265625
Africa,,1996,0,12.75701904296875,22.948272705078125,0.7631275653839111,1.3449859619140625,7.533172607421875,0.002361111342906952,27.189453125
Africa,,1997,0,23.79083251953125,-9.716217041015625,0.41992616653442383,2.4743118286132812,4.54205322265625,0.00027777813374996185,38.3018798828125
Africa,,1998,0,-21.98016357421875,24.861480712890625,1.0225210189819336,2.7069854736328125,8.286651611328125,0.001194443553686142,31.235595703125
Africa,,1999,0,28.97174072265625,4.6826171875,-0.047707557678222656,-2.167858123779297,11.914794921875,0.03606722131371498,51.051513671875
Africa,,2000,0.035313889384269714,-2.2801513671875,52.802703857421875,1.8178482055664062,0.4908905029296875,13.518051147460938,0.4604119062423706,5.8262939453125
Africa,,2001,0.008641943335533142,12.1956787109375,77.81378173828125,0.18615007400512695,-6.698251724243164,15.045669555664062,0.7019343972206116,12.2777099609375
Africa,,2002,0.0050877779722213745,-41.504638671875,35.96923828125,-0.1278219223022461,3.367795944213867,10.601882934570312,0.07386231422424316,46.50244140625
Africa,,2003,0.009115274995565414,82.6268310546875,40.90130615234375,0.9015374183654785,1.65484619140625,-8.701614379882812,0.25854384899139404,45.6483154296875
Africa,,2004,0.012631665915250778,102.11346435546875,71.5615234375,1.03851318359375,1.7170639038085938,11.85955810546875,0.6606251001358032,61.6959228515625
Africa,,2005,0.013343892991542816,-80.0892333984375,24.71337890625,0.07444190979003906,-5.928470611572266,3.0430450439453125,0.020639657974243164,68.4083251953125
Africa,,2006,0.023727215826511383,15.0244140625,35.6605224609375,2.390933036804199,-3.653675079345703,7.538482666015625,0.19133734703063965,18.797607421875
Africa,,2007,0.03487112373113632,17.5362548828125,56.6275634765625,-1.9975719451904297,3.3318710327148438,7.267791748046875,0.4476003646850586,61.0240478515625
Africa,,2008,0.061435550451278687,109.091796875,35.092529296875,0.3597116470336914,4.358299255371094,3.29803466796875,0.8126780986785889,90.1099853515625
Africa,,2009,0.06342999637126923,-4.72314453125,5.69842529296875,0.7860889434814453,-0.7470664978027344,5.562103271484375,0.7520923614501953,61.12548828125
Africa,,2010,0.33206307888031006,-11.161865234375,39.87115478515625,0.5414819717407227,1.7097930908203125,20.880035400390625,1.902773380279541,80.2384033203125
Africa,,2011,1.0612940788269043,-17.5408935546875,79.79522705078125,0.2830848693847656,-1.8741798400878906,6.596771240234375,0.24250221252441406,-32.0439453125
Africa,,2012,1.0608516931533813,-28.812255859375,86.243408203125,0.521723747253418,-0.034832000732421875,-0.54534912109375,0.31415510177612305,112.6590576171875
Africa,,2013,-0.5754861831665039,11.6737060546875,22.97509765625,1.076869010925293,2.7721519470214844,15.67498779296875,2.895949363708496,74.611572265625
Africa,,2014,3.0122082233428955,53.6455078125,32.574462890625,2.5827951431274414,-1.0319900512695312,15.49835205078125,3.9145870208740234,21.89208984375
Africa,,2015,3.616818428039551,-64.7677001953125,123.0399169921875,4.43110466003418,-4.236993789672852,-11.87664794921875,10.287999153137207,55.8115234375
Africa,,2016,5.638067245483398,67.24951171875,45.1351318359375,0.1520843505859375,6.977472305297852,-9.918975830078125,5.923334121704102,11.78076171875
Africa,,2017,6.273898124694824,-1.220947265625,78.249755859375,1.016836166381836,-2.354339599609375,21.877105712890625,3.233335494995117,22.1640625
Africa,,2018,5.911617279052734,-21.4671630859375,94.805908203125,1.283599853515625,-6.845922470092773,19.8831787109375,5.922687530517578,24.411865234375
Africa,,2019,7.3900604248046875,67.7169189453125,6.17919921875,0.31703948974609375,4.991010665893555,11.38592529296875,11.882064819335938,4.5341796875
Africa,,2020,8.186073303222656,-73.4156494140625,-13.757568359375,-0.5585575103759766,0.7644805908203125,16.917022705078125,4.9899139404296875,-250.9832763671875
Africa,,2021,1.0399742126464844,10.8394775390625,107.8428955078125,-0.15983009338378906,-8.98043441772461,17.029144287109375,7.941135406494141,172.4893798828125
Africa,,1966,,-0.37396240234375,1.1261615753173828,,0,4.744098663330078,0,28.22381591796875
Africa,,1967,,7.169403076171875,-0.12424659729003906,,0,2.0126266479492188,0,-1.361328125
Africa,,1968,,13.221282958984375,0.14329910278320312,,0,8.124931335449219,0,21.07464599609375
Africa,,1969,,3.1300048828125,1.803030014038086,,0,9.351619720458984,0,7.72296142578125
Africa,,1970,,14.114013671875,3.0283260345458984,,0,16.350791931152344,0,36.849456787109375
Africa,,1971,,22.255401611328125,2.884939193725586,,0,-4.781562805175781,0,39.793121337890625
Africa (BP),,1972,0,1.198486328125,6.265392303466797,0.0031922459602355957,0,10.703727722167969,0,37.107177734375
Africa (BP),,1973,0,24.69952392578125,14.881135940551758,0.015961110591888428,0,5.063873291015625,0,39.04718017578125
Africa (BP),,1974,0,16.73590087890625,4.966693878173828,0.015961050987243652,0,12.778236389160156,0,18.07989501953125
Africa (BP),,1975,0,25.434234619140625,9.119888305664062,-0.009576618671417236,0,6.064476013183594,0,28.60498046875
Africa (BP),,1976,0,29.993682861328125,7.343017578125,0.04149860143661499,0,12.063514709472656,0,56.17578125
Africa (BP),,1977,0,10.624267578125,7.252799987792969,0.012768924236297607,0,12.215721130371094,0,42.58587646484375
Africa (BP),,1978,0,-13.88287353515625,29.135704040527344,0.01915299892425537,0,1.118255615234375,0,37.01470947265625
Africa (BP),,1979,0,29.431427001953125,51.47290802001953,0.019153356552124023,0,9.634735107421875,0,38.75762939453125
Africa (BP),,1980,0,36.310089111328125,38.0711669921875,0.019153296947479248,0,-3.7064361572265625,0,46.30023193359375
Africa (BP),,1981,0,92.24169921875,41.577178955078125,0.035114169120788574,0,5.5624542236328125,0,66.62298583984375
Africa (BP),,1982,0,65.3770751953125,18.242385864257812,0.05745977163314819,0,0.0394287109375,0,41.36529541015625
Africa (BP),,1983,0,12.0701904296875,24.541793823242188,-0.019153356552124023,0,-14.6639404296875,0,39.32501220703125
Africa (BP),,1984,0,49.65179443359375,-11.37255859375,0.012768864631652832,11.137245178222656,-2.2389984130859375,0,17.1998291015625
Africa (BP),,1985,0,24.26806640625,18.939971923828125,0.11172729730606079,3.944146156311035,14.665817260742188,0,25.33984375
Africa (BP),,1986,0,18.190185546875,34.428466796875,1.114433765411377,9.897252082824707,5.014129638671875,0,-18.49871826171875
Africa (BP),,1987,0,22.963623046875,10.1131591796875,0,-7.47968864440918,-6.1768951416015625,0,53.4754638671875
Africa (BP),,1988,0,61.841064453125,35.0601806640625,-0.08938169479370117,12.275087356567383,13.415847778320312,0,44.1995849609375
Africa (BP),,1989,0,-54.5399169921875,13.0264892578125,-0.028730034828186035,1.7195358276367188,7.932891845703125,0,37.6583251953125
Africa (BP),,1990,0,42.057373046875,27.174346923828125,0.5703405141830444,-7.519414901733398,2.89324951171875,0,18.476318359375
Africa (BP),,1991,0,-23.91607666015625,2.990203857421875,0.06136155128479004,1.9720726013183594,10.044387817382812,0,6.3023681640625
Africa (BP),,1992,0,5.0689697265625,19.634674072265625,0.10543131828308105,0.4086036682128906,-8.253524780273438,0,21.8193359375
Africa (BP),,1993,0,12.88275146484375,-8.62628173828125,0.30469584465026855,-5.768669128417969,-3.4827117919921875,0.005916666705161333,9.5521240234375
Africa (BP),,1994,0,22.73394775390625,19.183929443359375,-0.32393765449523926,6.929210662841797,2.7013397216796875,0.010055555030703545,41.8079833984375
Africa (BP),,1995,0,28.02337646484375,29.415557861328125,0.5406527519226074,4.551372528076172,6.4250335693359375,0.002666667103767395,44.8970947265625
Africa (BP),,1996,0,12.757080078125,22.948272705078125,0.7631275653839111,1.3449859619140625,7.5331573486328125,0.002361111342906952,27.189453125
Africa (BP),,1997,0,23.790771484375,-9.716217041015625,0.4199256896972656,2.4743118286132812,4.5420684814453125,0.00027777813374996185,38.3018798828125
Africa (BP),,1998,0,-21.98016357421875,24.8614501953125,1.0225214958190918,2.7069854736328125,8.286636352539062,0.001194443553686142,31.2354736328125
Africa (BP),,1999,0,28.97186279296875,4.6826171875,-0.047707557678222656,-2.167858123779297,11.914794921875,0.03607610985636711,51.0516357421875
Africa (BP),,2000,0.03530944511294365,-2.28021240234375,52.802734375,1.8178482055664062,0.4908905029296875,13.518051147460938,0.46040332317352295,5.8262939453125
Africa (BP),,2001,0.008639998733997345,12.1956787109375,77.81378173828125,0.18615007400512695,-6.698251724243164,15.045669555664062,0.7019342184066772,12.2777099609375
Africa (BP),,2002,0.005086112767457962,-41.504638671875,35.96923828125,-0.1278219223022461,3.367795944213867,10.601882934570312,0.07386243343353271,46.50244140625
Africa (BP),,2003,0.009138889610767365,82.6268310546875,40.9013671875,0.9015383720397949,1.65484619140625,-8.70159912109375,0.2585552930831909,45.6485595703125
Africa (BP),,2004,0.012618884444236755,102.11346435546875,71.56146240234375,1.03851318359375,1.7170639038085938,11.859542846679688,0.6606134176254272,61.695556640625
Africa (BP),,2005,0.013343609869480133,-80.0892333984375,24.71343994140625,0.07444095611572266,-5.928470611572266,3.0430450439453125,0.020639657974243164,68.408447265625
Africa (BP),,2006,0.023738056421279907,15.0244140625,35.66046142578125,2.390933036804199,-3.653675079345703,7.538482666015625,0.19133734703063965,18.797607421875
Africa (BP),,2007,0.03486139327287674,17.5362548828125,56.6275634765625,-1.9975719451904297,3.3318710327148438,7.267791748046875,0.4476003646850586,61.0240478515625
Africa (BP),,2008,0.061425283551216125,109.0916748046875,35.09246826171875,0.3597116470336914,4.358299255371094,3.29803466796875,0.8126780986785889,90.1099853515625
Africa (BP),,2009,0.06344026327133179,-4.7230224609375,5.69854736328125,0.7860889434814453,-0.7470664978027344,5.562103271484375,0.7520918846130371,61.12548828125
Africa (BP),,2010,0.3320666253566742,-11.161865234375,39.87109375,0.5414819717407227,1.7097930908203125,20.880035400390625,1.9027738571166992,80.2381591796875
Africa (BP),,2011,1.0612878799438477,-17.540771484375,79.79510498046875,0.2830848693847656,-1.8741798400878906,6.596771240234375,0.24250173568725586,-32.043701171875
Africa (BP),,2012,1.0608508586883545,-28.8123779296875,86.243408203125,0.521723747253418,-0.034832000732421875,-0.54534912109375,0.31415557861328125,112.6590576171875
Africa (BP),,2013,-0.5754859447479248,11.6737060546875,22.9752197265625,1.076869010925293,2.7721519470214844,15.67498779296875,2.895949363708496,74.611572265625
Africa (BP),,2014,3.012207508087158,53.6455078125,32.574462890625,2.5827951431274414,-1.0319900512695312,15.498382568359375,3.91458797454834,21.89208984375
Africa (BP),,2015,3.6168084144592285,-64.7677001953125,123.039794921875,4.43110466003418,-4.236993789672852,-11.876678466796875,10.28799819946289,55.8115234375
Africa (BP),,2016,5.638077735900879,67.24951171875,45.13525390625,0.15208816528320312,6.977472305297852,-9.918975830078125,5.923332214355469,11.78076171875
Africa (BP),,2017,6.273898124694824,-1.220947265625,78.249755859375,1.0168323516845703,-2.354339599609375,21.877105712890625,3.23333740234375,22.1640625
