,,Ratio of Market demand,,,,,,,,,,,,,,,,,,,,,,,,,,GHG emissions by Sector all in tonnes of c02 eq,,,,,,,,,,,Primary Energy,,,,,,
Entity,Year,"('Petrol', 'Econ')","('Petrol', 'Mid')","('Petrol', 'Lux')","('Adv Petrol', 'Econ')","('Adv Petrol', 'Mid')","('Adv Petrol', 'Lux')","('Diesel', 'Econ')","('Diesel', 'Mid')","('Diesel', 'Lux')","('Adv Diesel', 'Econ')","('Adv Diesel', 'Mid')","('Adv Diesel', 'Lux')","('CNG', 'Econ')","('CNG', 'Mid')","('CNG', 'Lux')","('Hybrid', 'Econ')","('Hybrid', 'Mid')","('Hybrid', 'Lux')","('Electric', 'Econ')","('Electric', 'Mid')","('Electric', 'Lux')","('Bikes', 'Econ')","('Bikes', 'Lux')","('Electric Bikes', 'Adv Econ')","('Electric Bikes', 'Adv Lux')",Transport_x(only co2 emissions),Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y(by sector billions tonnes,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Fossil fuels (% equivalent primary energy),Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity),fossil_demand,ev_demand,ev_savings
Romania,2009,0.518,0.1716,0.0128,0,0,0,0.0142,0.2241,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0.007,0,0,14890000.34,16600000.38,-2680000.067,5380000.114,4780000.21,12619999.89,15300000.19,40779998.78,9579999.924,2849999.905,1190000.057,500000,80.57945251,10.98945236,52.4510498,26.80986404,1,0,0
Romania,2010,0.4872,0.1857,0.0128,0,0,0,0.0151,0.2389,0.0505,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.0073,0,0,13829999.92,16229999.54,-2680000.067,5460000.038,5050000.191,12850000.38,14199999.81,38880001.07,9569999.695,2769999.981,1200000.048,550000.0119,77.77127075,14.13673878,47.04898453,33.29346085,0.9999,0,0
Romania,2011,0.5134,0.188,0.0143,0,0,0,0.0137,0.2168,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.0083,0,0,14050000.19,14850000.38,-285100006.1,4949999.809,5449999.809,13409999.85,14449999.81,43860000.61,9449999.809,2809999.943,1580000.043,469999.9988,80.82777405,11.0333395,54.53581238,26.22154999,1,0,0
Romania,2012,0.4565,0.1944,0.0121,0,0,0,0.0172,0.2575,0.0518,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.008,0,0,15319999.69,14260000.23,-285109985.4,5510000.229,5429999.828,13250000,15750000,39930000.31,9869999.886,2789999.962,1740000.01,449999.9881,81.36914063,10.43911839,54.83767319,25.27816963,0.9999,0,0
Romania,2013,0.4062,0.1908,0.0109,0.0295,0.0134,0.0008,0.0169,0.2497,0.0494,0.0012,0.0174,0.0035,0,0,0,0,0.0001,0,0,0,0,0.0022,0.0073,0.0002,0.0005,14920000.08,15039999.96,-285109985.4,5800000.191,4590000.153,12420000.08,15340000.15,32299999.24,9630000.114,2690000.057,1450000.048,629999.9952,76.33785248,14.88909435,45.47615433,33.93815231,0.9992,0.0007,10452.36194
Romania,2014,0.3863,0.1998,0.0106,0.0291,0.0144,0.0008,0.0177,0.2582,0.0503,0.0012,0.0181,0.0036,0,0,0,0,0.0001,0,0,0,0,0.0022,0.0071,0.0002,0.0005,15279999.73,14970000.27,-285119995.1,5789999.962,4800000.191,12560000.42,15680000.31,31440000.53,9250000,2710000.038,1379999.995,879999.9952,73.72064972,17.89714622,41.70044327,39.57891846,0.9994,0.0007,10702.42127
Romania,2015,0.3666,0.2088,0.0102,0.0288,0.0155,0.0008,0.0185,0.2662,0.051,0.0013,0.0189,0.0038,0,0,0,0,0.0001,0,0,0,0,0.0021,0.0068,0.0002,0.0005,15399999.62,15350000.38,-285119995.1,5789999.962,5389999.866,12520000.46,15800000.19,32360000.61,9449999.809,2670000.076,1519999.981,860000.0143,73.13801575,18.51751137,42.37058258,39.52274704,0.9993,0.0007,10787.55102
Russian Federation,2004,0.2167,0.5302,0.0789,0,0,0,0.0008,0.0145,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.009,0,0,222179992.7,100709999.1,-760840026.9,87319999.69,50959999.08,153500000,226589996.3,945690002.4,146570007.3,514820007.3,26100000.38,14390000.34,87.92044067,6.75427103,65.17144775,18.90050507,1.0001,0,0
Russian Federation,2005,0.2352,0.5173,0.0851,0,0,0,0.0009,0.0139,0.1376,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.009,0,0,220889999.4,96790000.92,-765030029.3,89110000.61,53689998.63,155119995.1,225300003.1,950359985.4,142759994.5,547960022,17790000.92,15560000.42,87.92401123,6.603690147,65.72229767,18.13951302,1,0,0
Russian Federation,2006,0.2433,0.5114,0.0953,0,0,0,0.0009,0.0128,0.1262,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.001,0.009,0,0,229169998.2,94239997.86,-762909973.1,90730003.36,53369998.93,152860000.6,233899993.9,997390014.6,147360000.6,530530029.3,16170000.08,16440000.53,88.24003601,6.309632778,66.24915314,17.51798439,0.9999,0,0
Russian Federation,2007,0.2555,0.5014,0.1098,0,0,0,0.0009,0.0125,0.1096,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,230710006.7,94970001.22,-765929992.7,92529998.78,54909999.85,171220001.2,235419998.2,968119995.1,150059997.6,539919982.9,18620000.84,16590000.15,88.11611938,6.371350765,66.4748764,17.42771149,0.9997,0,0
Russian Federation,2008,0.2624,0.4912,0.1231,0,0,0,0.0009,0.0119,0.1003,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,245300003.1,101629997.3,-757659973.1,94349998.47,51310001.37,172619995.1,250289993.3,964049987.8,157940002.4,516570007.3,19000000,17659999.85,88.57627869,5.867445469,67.99763489,15.8917408,0.9998,0,0
Russian Federation,2009,0.2661,0.4837,0.1316,0,0,0,0.0009,0.0115,0.096,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,228320007.3,97139999.39,-764369995.1,96080001.83,41400001.53,166449996.9,233259994.5,893700012.2,141559997.6,507250000,14960000.04,17690000.53,87.68671417,6.485455513,65.47859192,17.59140205,0.9998,0,0
Russian Federation,2010,0.2857,0.4525,0.1454,0,0,0,0.0024,0.0156,0.0881,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.001,0.009,0,0,244130004.9,95050003.05,-763070007.3,98160003.66,45720001.22,178649993.9,249179992.7,958419982.9,138630004.9,507399993.9,13789999.96,23719999.31,88.25992584,5.931856155,67.04425812,16.09051323,0.9997,0,0
Russian Federation,2011,0.3025,0.4214,0.1653,0,0,0,0.004,0.0202,0.0764,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.001,0.009,0,0,249690002.4,95800003.05,-681340026.9,100949996.9,46029998.78,184240005.5,255000000,1017710022,140880004.9,517859985.4,16829999.92,29030000.69,88.74921417,5.58527565,67.66598511,15.51100445,0.9998,0,0
Russian Federation,2012,0.3146,0.3984,0.1819,0,0,0,0.0039,0.024,0.0671,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.001,0.009,0,0,237320007.3,95250000,-679760009.8,103620002.7,53840000.15,226929992.7,242559997.6,1010340027,124150001.5,483399993.9,14250000,25639999.39,88.68135834,5.55089283,67.65009308,15.33416748,0.9999,0,0
Russian Federation,2013,0.3032,0.3557,0.1868,0.0213,0.0254,0.0129,0.0037,0.0262,0.0496,0.0003,0.0018,0.0037,0,0,0,0,0,0.0002,0,0,0,0.0009,0.0077,0.0001,0.0006,238699996.9,94220001.22,-684530029.3,106440002.4,59200000.76,224460006.7,244029998.8,971849975.6,123830001.8,479239990.2,14359999.66,34759998.32,88.16733551,6.190668583,66.14556885,17.15139198,0.9992,0.0007,167223.7769
Russian Federation,2014,0.3105,0.338,0.2038,0.022,0.0244,0.0141,0.0036,0.0305,0.0393,0.0003,0.0021,0.0029,0,0,0,0,0,0.0002,0,0,0,0.0008,0.007,0.0001,0.0005,241389999.4,97069999.69,-680489990.2,110489997.9,61080001.83,247720001.2,246779998.8,909619995.1,140460006.7,472010009.8,17110000.61,64699996.95,88.25043488,5.887215137,66.17963409,16.369627,0.9993,0.0006,144935.4545
Russian Federation,2015,0.3158,0.3191,0.2211,0.0226,0.0233,0.0155,0.0036,0.0353,0.031,0.0003,0.0024,0.0023,0,0,0,0,0,0.0001,0,0,0,0.0007,0.0063,0.0001,0.0005,240610000.6,94800003.05,-684479980.5,113190002.4,56349998.47,250729995.7,245940002.4,880750000,150630004.9,479489990.2,15409999.85,57990001.68,87.81622314,5.773604393,65.42201996,15.82683372,0.9993,0.0006,144467.1274
Saudi Arabia,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,72169998.17,6320000.172,0,22399999.62,24360000.61,65980003.36,74040000.92,140690002.4,3750000,70680000.31,0,12989999.77,100.0000153,0,100,0,0.9986,0,0
Saudi Arabia,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,75750000,6150000.095,0,22379999.16,24840000.15,67000000,77720001.22,150800003.1,4050000.191,75879997.25,0,12779999.73,100,0,100,0,0.9979,0,0
Saudi Arabia,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,81860000.61,6039999.962,0,22360000.61,28129999.16,72639999.39,83970001.22,157910003.7,3960000.038,76610000.61,0,13960000.04,100,0,99.99999237,0,0.9971,0,0
Saudi Arabia,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,91260002.14,6179999.828,0,22340000.15,32349998.47,79889999.39,93599998.47,158210006.7,4150000.095,74959999.08,0,14539999.96,100.0000153,0,100,0,0.9967,0,0
Saudi Arabia,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,98529998.78,5239999.771,0,22319999.69,38970001.22,89010002.14,101059997.6,172559997.6,4360000.134,78459999.08,0,15149999.62,99.99991608,8.17E-05,99.99971008,0.000298236,0.9962,0,0
Saudi Arabia,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,101550003.1,4750000,0,22299999.24,43209999.08,91230003.36,104190002.4,182929992.7,4400000.095,71099998.47,0,14170000.08,99.99992371,7.74E-05,99.99971771,0.000280249,0.9953,0,0
Saudi Arabia,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,105400001.5,5179999.828,0,22280000.69,46450000.76,111089996.3,108139999.4,198059997.6,4429999.828,74050003.05,0,14550000.19,99.99952698,0.000468167,99.99829865,0.001703246,0.9947,0,0
Saudi Arabia,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,116540000.9,5630000.114,0,23069999.69,53110000.61,110370002.7,119540000.9,203029998.8,5150000.095,81839996.34,0,16510000.23,99.9994278,0.000582544,99.99623871,0.002156072,0.9938,0.0001,11726.70567
Saudi Arabia,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,126809997.6,5690000.057,0,23870000.84,61470001.22,99959999.08,130070007.3,232750000,4639999.866,80430000.31,0,17319999.69,99.99740601,0.002598472,99.84210968,0.00942164,0.9925,0.0001,12776.82595
Saudi Arabia,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,128899993.9,6340000.153,0,24569999.69,69639999.39,100459999.1,132250000,238289993.3,4300000.191,79000000,0,16770000.46,99.99573517,0.004260368,99.83462524,0.014930463,0.9878,0.0043,561115.5839
Saudi Arabia,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,136720001.2,6050000.191,0,25270000.46,76589996.34,116250000,140240005.5,250669998.2,4170000.076,79040000.92,0,17510000.23,99.99575806,0.004248494,99.83737946,0.014690717,0.9873,0.0039,540066.8538
Saudi Arabia,2015,0.213,0.2198,0.2965,0.0159,0.0162,0.0217,0.0094,0.0942,0.0353,0.0007,0.0067,0.0026,0.0066,0.0039,0.0004,0.0005,0.0069,0.0028,0,0.0003,0.0001,0.035,0.0085,0.0026,0.0007,146940002.4,6269999.981,0,25969999.31,81730003.36,119120002.7,150720001.2,261589996.3,4639999.866,81839996.34,0,18469999.31,99.99589539,0.004093797,99.85187531,0.013540694,0.9864,0.0037,551173.9751
Slovakia,2004,0.467,0.27,0.019,0,0,0,0.0067,0.1499,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0.0606,0,0,0,5929999.828,2829999.924,-8399999.619,1299999.952,2930000.067,8319999.695,6039999.962,16270000.46,5519999.981,2170000.076,340000.0036,79999.99821,72.52825165,5.424992085,30.41613579,13.15849876,0.9999,0,0
Slovakia,2005,0.4554,0.2665,0.0187,0,0,0,0.0078,0.1644,0.0294,0,0,0,0,0,0,0,0,0,0,0,0,0.0577,0,0,0,6510000.229,2599999.905,-8399999.619,1340000.033,2950000.048,8430000.305,6639999.866,16120000.84,5989999.771,2119999.886,360000.0143,119999.9973,72.51731873,5.801838875,28.53582191,14.56828785,0.9999,0,0
Slovakia,2006,0.4384,0.2603,0.0184,0,0,0,0.0087,0.185,0.0357,0,0,0,0,0,0,0,0,0,0,0,0,0.0535,0,0,0,6110000.134,2589999.914,-8399999.619,1399999.976,3420000.076,8409999.847,6239999.771,15720000.27,6079999.924,1929999.948,300000.0119,119999.9973,70.96804047,6.194248199,26.86777306,14.99984074,1,0,0
Slovakia,2007,0.4185,0.2524,0.0178,0,0,0,0.0094,0.2083,0.0432,0,0,0,0,0,0,0,0,0,0,0,0,0.0505,0,0,0,6690000.057,2519999.981,-8399999.619,1379999.995,3380000.114,8279999.733,6840000.153,14920000.08,5670000.076,1870000.005,289999.9917,150000.006,72.5098877,6.746675968,27.12581253,17.21431923,1.0001,0,0
Slovakia,2008,0.4026,0.2456,0.018,0,0,0,0.0105,0.2264,0.0489,0,0,0,0,0,0,0,0,0,0,0,0,0.0481,0,0,0,7329999.924,2480000.019,-8399999.619,1409999.967,3480000.019,8020000.458,7489999.771,13770000.46,6230000.019,2000000,300000.0119,189999.9976,72.02751923,6.227740288,25.45293236,15.71530914,1.0001,0,0
Slovakia,2009,0.3914,0.2401,0.0178,0,0,0,0.0114,0.2479,0.0541,0,0,0,0,0,0,0,0,0,0,0,0,0.0373,0,0,0,6320000.172,2410000.086,-8399999.619,1440000.057,2900000.095,6449999.809,6469999.79,13239999.77,6570000.172,1769999.981,270000.0107,140000.0006,72.52391815,7.332043171,26.42479324,19.05730057,1,0,0
Slovakia,2010,0.3793,0.2311,0.0171,0,0,0,0.012,0.2642,0.0566,0,0,0,0,0,0,0,0,0,0,0,0,0.0398,0,0,0,7150000.095,2369999.886,-8399999.619,1470000.029,2450000.048,6820000.172,7320000.172,13859999.66,6619999.886,1879999.995,289999.9917,119999.9973,72.5165863,7.976163387,24.89177513,20.86580276,1.0001,0,0
Slovakia,2011,0.3691,0.2233,0.0162,0,0,0,0.0126,0.2792,0.0575,0,0,0,0,0,0,0,0,0,0,0,0,0.0422,0,0,0,7119999.886,2470000.029,-7610000.134,1580000.043,2390000.105,6760000.229,7280000.21,13640000.34,5190000.057,1940000.057,310000.0024,129999.9952,71.62967682,6.984350204,27.72347641,17.27030373,1.0001,0,0
Slovakia,2012,0.3598,0.2128,0.015,0,0,0,0.0135,0.2967,0.0576,0,0,0,0,0,0,0,0,0,0,0,0,0.0446,0,0,0,6469999.79,2460000.038,-7610000.134,1539999.962,2150000.095,6909999.847,6619999.886,12989999.77,4750000,1480000.019,289999.9917,109999.9994,69.87186432,8.014706612,25.64012146,18.94480896,1,0,0
Slovakia,2013,0.3258,0.1895,0.0131,0.0236,0.0137,0.0009,0.0135,0.2938,0.0553,0.0009,0.0204,0.0039,0,0,0,0,0,0,0,0,0,0.0426,0,0.003,0,6480000.019,2519999.981,-7610000.134,1529999.971,2069999.933,7059999.943,6630000.114,12720000.27,5389999.866,1639999.986,300000.0119,119999.9973,69.21148682,8.99441433,22.24553871,21.85729218,0.997,0.003,19498.49554
Slovakia,2014,0.3152,0.1805,0.0121,0.0236,0.0134,0.0009,0.0145,0.3101,0.0565,0.001,0.0217,0.0041,0,0,0,0,0,0,0,0,0,0.0433,0,0.0032,0,6059999.943,2599999.905,-7610000.134,1490000.01,2180000.067,7269999.981,6219999.79,11390000.34,4289999.962,1460000.038,310000.0024,109999.9994,67.03559113,9.855442047,19.4466877,23.25897026,0.9969,0.0032,19452.30195
Slovakia,2015,0.3042,0.1715,0.0113,0.0238,0.0132,0.0009,0.0155,0.3264,0.0577,0.0011,0.0231,0.0043,0,0,0,0,0,0,0,0,0,0.0438,0,0.0033,0,5969999.79,2529999.971,-7610000.134,1480000.019,2279999.971,7159999.847,6130000.114,11850000.38,4360000.134,1590000.033,270000.0107,129999.9952,68.02211761,9.638893127,19.63885117,22.95244789,0.9968,0.0033,19764.24489
Slovenia,2004,0.4866,0.2813,0.0198,0,0,0,0.007,0.1562,0.0279,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0.0061,0,0,4039999.962,1720000.029,-11529999.73,829999.9833,800000.0119,2230000.019,4150000.095,6280000.21,2619999.886,50000.00075,289999.9917,59999.99866,67.97148895,14.30686378,36.66841125,27.60607338,1.0001,0,0
Slovenia,2005,0.4715,0.276,0.0193,0,0,0,0.0081,0.1702,0.0304,0,0,0,0,0,0,0,0,0,0,0,0,0.0177,0.0067,0,0,4309999.943,1690000.057,-11529999.73,810000.0024,850000.0238,2380000.114,4420000.076,6329999.924,2380000.114,59999.99866,289999.9917,140000.0006,68.97528839,12.04576302,37.44129181,23.62241173,0.9999,0,0
Slovenia,2006,0.451,0.2678,0.0189,0,0,0,0.0089,0.1903,0.0367,0,0,0,0,0,0,0,0,0,0,0,0,0.0186,0.0078,0,0,4550000.191,1679999.948,-11529999.73,790000.0215,899999.9762,2559999.943,4670000.076,6469999.79,2150000.095,50000.00075,289999.9917,170000.0018,70.06112671,12.25521278,38.76943207,24.41283607,1,0,0
Slovenia,2007,0.4258,0.2568,0.0181,0,0,0,0.0095,0.2119,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0.0238,0.0101,0,0,5150000.095,1669999.957,-11529999.73,750000,920000.0167,2289999.962,5280000.21,6570000.172,1669999.957,59999.99866,319999.9928,250000,70.53690338,11.19377136,39.61975479,22.40244675,0.9999,0,0
Slovenia,2008,0.4069,0.2483,0.0182,0,0,0,0.0106,0.2288,0.0494,0,0,0,0,0,0,0,0,0,0,0,0,0.0265,0.0113,0,0,6059999.943,1700000.048,-11529999.73,680000.0072,889999.9857,2210000.038,6199999.809,6400000.095,2049999.952,50000.00075,300000.0119,310000.0024,68.57765198,13.05240536,35.55311584,26.28369141,1,0,0
Slovenia,2009,0.3902,0.2394,0.0178,0,0,0,0.0113,0.2472,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0.0277,0.0125,0,0,5079999.924,1659999.967,-11520000.46,620000.0048,730000.0191,1889999.986,5210000.038,6130000.114,1980000.019,50000.00075,270000.0107,189999.9976,65.86878967,15.94654751,35.05456161,29.94574356,1.0001,0,0
Slovenia,2010,0.3787,0.2308,0.0171,0,0,0,0.0119,0.2638,0.0565,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0.0136,0,0,5210000.038,1659999.967,-11520000.46,610000.0143,680000.0072,1860000.014,5349999.905,6250000,2069999.933,50000.00075,289999.9917,140000.0006,66.68715668,15.32610703,35.5839386,28.90511131,0.9999,0,0
Slovenia,2011,0.3694,0.2234,0.0162,0,0,0,0.0126,0.2794,0.0575,0,0,0,0,0,0,0,0,0,0,0,0,0.0268,0.0146,0,0,5570000.172,1639999.986,-2619999.886,610000.0143,670000.0167,1700000.048,5699999.809,6329999.924,1809999.943,39999.99911,250000,170000.0018,67.1007309,12.85176563,36.24135971,24.16090775,0.9999,0,0
Slovenia,2012,0.3608,0.2134,0.0151,0,0,0,0.0135,0.2975,0.0578,0,0,0,0,0,0,0,0,0,0,0,0,0.0261,0.0158,0,0,5579999.924,1600000.024,-2630000.114,589999.9738,709999.9785,1629999.995,5719999.79,6050000.191,1519999.981,39999.99911,270000.0107,230000.0042,66.81803131,14.66522694,36.15912247,27.51016808,1,0,0
Slovenia,2013,0.3298,0.1909,0.0132,0.024,0.0138,0.001,0.0134,0.2935,0.0543,0.0009,0.0203,0.0039,0,0,0,0,0,0,0,0,0,0.023,0.0151,0.0017,0.0011,5289999.962,1590000.033,-2630000.114,560000.0024,779999.9714,1629999.995,5420000.076,5829999.924,1399999.976,39999.99911,259999.9905,270000.0107,64.64834595,17.36584663,33.47202301,31.72701073,0.9971,0.0028,14855.07962
Slovenia,2014,0.3221,0.1827,0.0124,0.0244,0.0136,0.0009,0.0142,0.3088,0.0545,0.001,0.0214,0.004,0,0.0001,0,0,0,0,0,0,0,0.0217,0.0154,0.0017,0.0011,5300000.191,1600000.024,-2630000.114,529999.9714,819999.9928,1639999.986,5429999.828,4559999.943,1129999.995,39999.99911,270000.0107,259999.9905,57.70142746,21.73960495,23.97201157,37.91936493,0.9972,0.0028,14881.66921
Slovenia,2015,0.314,0.1745,0.0117,0.025,0.0135,0.0009,0.0149,0.3242,0.0546,0.001,0.0226,0.0041,0,0.0001,0,0,0,0,0,0,0,0.0203,0.0157,0.0017,0.0012,5280000.21,1610000.014,-2630000.114,529999.9714,800000.0119,1600000.024,5400000.095,4610000.134,1240000.01,39999.99911,270000.0107,280000.0012,64.1824646,15.85143089,31.78808022,28.84106255,0.9971,0.0029,15356.53456
Spain,2004,0.2706,0.2463,0.0398,0,0,0,0.0122,0.2852,0.0498,0,0,0,0,0,0,0,0,0,0,0,0,0.0714,0.0247,0,0,105739997.9,43209999.08,-19100000.38,12050000.19,29120000.84,54619998.93,108099998.5,123029998.8,28670000.08,1789999.962,8949999.809,32580001.83,81.61834717,8.440904617,58.06462097,18.12883377,1,0,0
Spain,2005,0.2572,0.2319,0.0385,0,0,0,0.0157,0.3066,0.0537,0,0,0,0,0,0,0,0,0,0,0,0,0.0704,0.026,0,0,109510002.1,41080001.83,-19059999.47,12300000.19,31129999.16,55389999.39,111949996.9,132580001.8,29680000.31,1730000.019,8310000.42,34869998.93,84.20163727,6.923494339,64.33417511,14.19424248,1,0,0
Spain,2006,0.2464,0.2201,0.0349,0,0,0,0.0193,0.3293,0.0545,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.0275,0,0,113129997.3,41060001.37,-19059999.47,12550000.19,33599998.47,43889999.39,115559997.6,130839996.3,28370000.84,1730000.019,10550000.19,36400001.53,82.55483246,8.360922813,61.01303864,17.39165115,1,0,0
Spain,2007,0.2334,0.2092,0.034,0,0,0,0.0223,0.3456,0.0572,0,0,0,0,0,0,0,0,0,0,0,0,0.0688,0.0295,0,0,116099998.5,42169998.17,-19110000.61,12779999.73,35619998.93,48180000.31,118669998.2,138610000.6,27729999.54,1710000.038,9020000.458,37520000.46,82.83940125,9.064817429,61.5357399,19.08100891,1,0,0
Spain,2008,0.2258,0.2021,0.0333,0,0,0,0.0243,0.3559,0.0587,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0685,0.0313,0,0,109900001.5,38500000,-19129999.16,12909999.85,34099998.47,44869998.93,112379997.3,122029998.8,26930000.31,1659999.967,7800000.191,38560001.37,81.19650269,9.948370934,60.26300049,19.85957336,0.9999,0,0
Spain,2009,0.2196,0.1946,0.0314,0,0,0,0.0261,0.3677,0.059,0,0,0,0,0,0,0,0.0003,0,0,0,0,0.069,0.0323,0,0,101300003.1,38779998.78,-19120000.84,14180000.31,29670000.08,36930000.31,103709999.1,105360000.6,26659999.85,1600000.024,7539999.962,37659999.85,78.84479523,12.66210079,56.20193863,24.87838364,0.9997,0,0
Spain,2010,0.2155,0.1868,0.0307,0,0,0,0.0279,0.3773,0.0598,0,0,0,0,0,0,0.0001,0.0005,0,0,0,0,0.0683,0.033,0,0,98419998.17,39200000.76,-19129999.16,13149999.62,29260000.23,38659999.85,100839996.3,90059997.56,28309999.47,1539999.962,8250000,36270000.46,73.6598587,16.74280357,46.11009598,32.15352249,0.9993,0,0
Spain,2011,0.2125,0.1812,0.03,0,0,0,0.0293,0.3845,0.0603,0,0,0,0,0,0,0.0001,0.0008,0,0,0,0,0.0678,0.0335,0,0,91959999.08,37790000.92,-7840000.153,13720000.27,26790000.92,37580001.83,94300003.05,103389999.4,26139999.39,1500000,7519999.981,38700000.76,75.41697693,15.47343445,49.56664276,29.55303001,0.9991,0,0
Spain,2012,0.2103,0.1759,0.0295,0,0,0,0.0306,0.3902,0.0608,0,0,0,0,0,0,0.0001,0.0011,0.0001,0,0,0,0.0676,0.0337,0,0,82629997.25,36909999.85,-7829999.924,13550000.19,25889999.39,34680000.31,84900001.53,111459999.1,25809999.47,1460000.038,7699999.809,37919998.17,74.4156723,15.88977242,48.60246658,29.22463608,0.9986,0,0
Spain,2013,0.1951,0.1596,0.0271,0.014,0.0115,0.0019,0.0299,0.3709,0.0583,0.0021,0.026,0.0041,0,0,0,0.0002,0.0014,0.0001,0,0,0,0.0605,0.0306,0.0044,0.0022,81620002.75,37849998.47,-7860000.134,13170000.08,24799999.24,34159999.85,83440002.44,87870002.75,24989999.77,1490000.01,8229999.542,34080001.83,70.73719788,19.90130234,39.44490051,38.89408112,0.9916,0.0066,543255.3632
Spain,2014,0.1935,0.155,0.0266,0.0144,0.0115,0.0019,0.0312,0.3766,0.0598,0.0022,0.0265,0.0043,0,0,0,0.0002,0.0018,0.0001,0,0,0,0.0578,0.0297,0.0044,0.0022,82059997.56,39340000.15,-7860000.134,12300000.19,26000000,31649999.62,83900001.53,88830001.83,23510000.23,1460000.038,7710000.038,36159999.85,70.33463287,20.08855438,38.27406311,39.5583992,0.991,0.0066,546514.6154
Spain,2015,0.1919,0.1504,0.0262,0.0149,0.0115,0.002,0.0325,0.382,0.0612,0.0023,0.0273,0.0045,0,0,0,0.0003,0.0023,0.0001,0,0,0,0.0551,0.0288,0.0044,0.0022,85110000.61,40340000.15,-7840000.153,13069999.69,19790000.92,27469999.31,87000000,102449996.9,27120000.84,1379999.995,6659999.847,35680000.31,73.08961487,17.50790215,43.56099319,34.54831314,0.9906,0.0066,567056.3336
Sweden,2004,0.1244,0.4985,0.2993,0,0,0,0.0002,0.0265,0.0218,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0065,0.0228,0,0,22040000.92,7690000.057,-11420000.08,2700000.048,3289999.962,12600000.38,22649999.62,12720000.27,4619999.886,50000.00075,1350000.024,8010000.229,37.40008926,30.187603,3.948732615,45.02407455,1,0,0
