,,Ratio of Market demand,,,,,,,,,,,,,,,,,,,,,,,,,,GHG emissions by Sector all in tonnes of c02 eq,,,,,,,,,,,Primary Energy,,,,,,
Entity,Year,"('Petrol', 'Econ')","('Petrol', 'Mid')","('Petrol', 'Lux')","('Adv Petrol', 'Econ')","('Adv Petrol', 'Mid')","('Adv Petrol', 'Lux')","('Diesel', 'Econ')","('Diesel', 'Mid')","('Diesel', 'Lux')","('Adv Diesel', 'Econ')","('Adv Diesel', 'Mid')","('Adv Diesel', 'Lux')","('CNG', 'Econ')","('CNG', 'Mid')","('CNG', 'Lux')","('Hybrid', 'Econ')","('Hybrid', 'Mid')","('Hybrid', 'Lux')","('Electric', 'Econ')","('Electric', 'Mid')","('Electric', 'Lux')","('Bikes', 'Econ')","('Bikes', 'Lux')","('Electric Bikes', 'Adv Econ')","('Electric Bikes', 'Adv Lux')",Transport_x(only co2 emissions),Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y(by sector billions tonnes,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Fossil fuels (% equivalent primary energy),Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity),fossil_demand,ev_demand,ev_savings
Czech Republic,2014,0.3304,0.172,0.0196,0.025,0.0126,0.0014,0.0007,0.2432,0.052,0,0.0168,0.0037,0,0,0,0,0.0001,0,0,0,0,0.079,0.0345,0.0062,0.0026,16510000.23,6579999.924,-3630000.114,4630000.114,4809999.943,11619999.89,16979999.54,56569999.69,11239999.77,4309999.943,1419999.957,879999.9952,77.1615448,5.64543581,52.91650772,10.66198826,0.9909,0.0088,146622.2646
Czech Republic,2015,0.3149,0.1713,0.0191,0.0249,0.013,0.0014,0.0008,0.2601,0.056,0.0001,0.0182,0.0041,0,0,0,0,0.0002,0,0,0,0,0.0735,0.0337,0.0061,0.0026,17319999.69,7039999.962,-3640000.105,4710000.038,5119999.886,11779999.73,17790000.92,56830001.83,11619999.89,4190000.057,1389999.986,879999.9952,78.63376617,5.899193287,55.15661621,11.23264408,0.9911,0.0087,152037.1278
Denmark,2004,0.2664,0.6123,0.0262,0,0,0,0.0002,0.0304,0.0205,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0282,0.0157,0,0,13079999.92,10630000.11,-19999.99955,1179999.948,2920000.076,5380000.114,13420000.08,27110000.61,4869999.886,2630000.114,1929999.948,4869999.886,88.27088165,11.72912121,76.40977478,23.5465889,0.9999,0,0
Denmark,2005,0.2569,0.6256,0.0217,0,0,0,0.0003,0.0294,0.0206,0,0,0,0,0,0,0,0.0002,0.0001,0,0,0,0.0283,0.0169,0,0,13340000.15,10520000.46,-19999.99955,1159999.967,2809999.943,5179999.828,13680000.31,23809999.47,4780000.21,2460000.038,1929999.948,5039999.962,87.5111618,12.48884296,72.92774963,27.07655907,0.9997,0,0
Denmark,2006,0.2483,0.633,0.0225,0,0,0,0.0004,0.0278,0.0208,0,0,0,0,0,0,0,0.0005,0.0002,0,0,0,0.0283,0.0182,0,0,13539999.96,10390000.34,-19999.99955,1210000.038,2779999.971,5349999.905,13890000.34,31579999.92,4570000.172,2309999.943,2000000,5829999.924,89.37162018,10.61083984,79.84247589,20.18214798,0.9993,0,0
Denmark,2007,0.2424,0.6352,0.0233,0,0,0,0.0005,0.027,0.0208,0,0,0,0,0,0,0,0.0009,0.0003,0,0,0,0.0295,0.0199,0,0,14140000.34,10529999.73,-19999.99955,1190000.057,2740000.01,5170000.076,14500000,26860000.61,4269999.981,2160000.086,1879999.995,6050000.191,87.54986572,12.42253971,73.78775024,26.21603775,0.9986,0,0
Denmark,2008,0.2425,0.6328,0.0237,0,0,0,0.0009,0.0271,0.0198,0,0,0,0,0,0,0,0.0016,0.0004,0,0,0,0.0298,0.0214,0,0,13930000.31,10489999.77,-19999.99955,1169999.957,2400000.095,4670000.076,14279999.73,24700000.76,4139999.866,2019999.981,1889999.986,5579999.924,87.36443329,12.60560036,72.42706299,27.57470512,0.998,0,0
Denmark,2009,0.2456,0.6341,0.0245,0,0,0,0.001,0.0275,0.0199,0,0,0,0,0,0,0,0.0021,0.0005,0,0,0,0.0255,0.0194,0,0,13220000.27,10229999.54,-19999.99955,1110000.014,1870000.005,3829999.924,13550000.19,24629999.16,4039999.962,1730000.019,1879999.995,3950000.048,86.62138367,13.32837009,72.33854675,27.65852165,0.9975,0,0
Denmark,2010,0.2487,0.629,0.0245,0,0,0,0.001,0.0276,0.0197,0,0,0,0,0,0,0,0.0031,0.0005,0,0,0,0.0254,0.0205,0,0,13050000.19,10420000.08,-19999.99955,1059999.943,1700000.048,4019999.981,13380000.11,24569999.69,4389999.866,1679999.948,1940000.057,4619999.886,84.21066284,15.65107441,68.03423309,31.98472214,0.9964,0,0
Denmark,2011,0.2542,0.6218,0.0248,0,0,0,0.001,0.0277,0.0193,0,0,0,0,0,0,0,0.0035,0.0005,0,0,0.0002,0.0253,0.0217,0,0,12760000.23,10359999.66,-1950000.048,1070000.052,1820000.052,4010000.229,13100000.38,20370000.84,3720000.029,1450000.048,1840000.033,4710000.038,80.67182159,18.64669037,59.75151825,40.25409698,0.9958,0.0002,2562.763653
Denmark,2012,0.2591,0.6136,0.0232,0,0,0,0.001,0.0287,0.0196,0,0,0,0,0,0,0,0.0045,0.0005,0,0,0.0004,0.0258,0.0236,0,0,11640000.34,10399999.62,-1950000.048,1039999.962,1750000,3700000.048,11970000.27,17139999.39,3589999.914,1340000.033,1720000.029,4150000.095,77.85202789,20.93405151,51.65798569,48.32686234,0.9946,0.0004,4681.279044
Denmark,2013,0.2497,0.5623,0.0221,0.0178,0.0404,0.0016,0.0009,0.0274,0.0182,0.0001,0.0019,0.0013,0,0,0,0,0.0057,0.0006,0,0,0.0004,0.0236,0.0226,0.0017,0.0016,11449999.81,10239999.77,-1950000.048,1009999.99,1740000.01,3460000.038,11779999.73,19319999.69,3549999.952,1240000.01,1740000.01,4489999.771,77.45092773,21.37827492,54.05535126,45.96068573,0.9899,0.0037,42797.25153
Denmark,2014,0.2569,0.5509,0.0224,0.019,0.0407,0.0016,0.0009,0.0279,0.0181,0.0001,0.0019,0.0013,0,0,0,0,0.0072,0.0007,0,0,0.0006,0.0231,0.0231,0.0018,0.0017,11539999.96,10359999.66,-1950000.048,1000000,1690000.057,3470000.029,11869999.89,15770000.46,2940000.057,1200000.048,1590000.033,5039999.962,74.10914612,24.63370514,44.12329483,55.90288925,0.9879,0.0041,47893.51133
Denmark,2015,0.2639,0.539,0.0228,0.0204,0.0412,0.0017,0.001,0.0284,0.018,0.0001,0.002,0.0013,0,0,0,0.0001,0.0091,0.0008,0,0,0.0007,0.0224,0.0236,0.0018,0.0018,12050000.19,10539999.96,-1950000.048,959999.9785,1679999.948,3400000.095,12399999.62,13010000.23,3109999.895,1159999.967,1620000.005,5070000.172,72.05056,26.65994835,34.56101608,65.51390076,0.9858,0.0043,52561.37231
Estonia,2004,0.2103,0.5195,0.1199,0,0,0,0,0.0757,0.0652,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0.0088,0,0,2039999.962,1789999.962,-1360000.014,529999.9714,490000.0095,1000000,2109999.895,12930000.31,660000.0262,59999.99866,250000,579999.9833,99.71255493,0.287427366,99.47592926,0.588121116,1,0,0
Estonia,2005,0.1965,0.52,0.1153,0,0,0,0.0012,0.08,0.0768,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0096,0,0,2150000.095,1759999.99,-1360000.014,500000,509999.9905,1070000.052,2210000.038,12979999.54,629999.9952,59999.99866,239999.9946,540000.0215,99.49676514,0.500523925,98.87310028,1.067124009,1.0001,0,0
Estonia,2006,0.1267,0.577,0.1014,0,0,0,0.0014,0.1135,0.0687,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0105,0,0,2309999.943,1759999.99,-1350000.024,479999.9893,569999.9928,1049999.952,2380000.114,11619999.89,560000.0024,70000.0003,209999.9934,839999.9738,99.38625336,0.593951344,98.65379333,1.318466783,0.9999,0,0
Estonia,2007,0.1434,0.4979,0.1259,0,0,0,0.0023,0.1214,0.0951,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0131,0,0,2440000.057,1779999.971,-1340000.033,460000.0083,769999.9809,1350000.024,2509999.99,15060000.42,550000.0119,70000.0003,219999.9988,970000.0286,99.40309906,0.589030087,98.76948547,1.222313285,0.9999,0,0
Estonia,2008,0.1441,0.4807,0.1306,0,0,0,0.0036,0.124,0.1013,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0147,0,0,2359999.895,1830000.043,-1330000.043,439999.9976,759999.9905,1240000.01,2430000.067,13649999.62,550000.0119,70000.0003,230000.0042,1009999.99,99.08485413,0.845526278,98.10036469,1.880729556,1,0,0
Estonia,2009,0.1413,0.4761,0.1344,0,0,0,0.0027,0.1263,0.1024,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0.0157,0,0,2130000.114,1769999.981,-1320000.052,430000.0072,419999.9869,790000.0215,2190000.057,11369999.89,509999.9905,59999.99866,219999.9988,829999.9833,97.1789856,2.787216187,93.84965515,6.162870407,1,0,0
Estonia,2010,0.138,0.4675,0.1332,0,0,0,0.0029,0.1323,0.1085,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0.0163,0,0,2240000.01,1759999.99,-1299999.952,439999.9976,490000.0095,769999.9809,2309999.943,15180000.31,519999.9809,59999.99866,219999.9988,810000.0024,95.48668671,4.391971588,91.94692993,8.06926918,0.9998,0,0
Estonia,2011,0.1347,0.4513,0.1311,0,0,0,0.0031,0.1424,0.1175,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.017,0,0,2240000.01,1789999.962,-6159999.847,389999.9857,610000.0143,949999.9881,2309999.943,13989999.77,550000.0119,59999.99866,270000.0107,740000.0095,94.99743652,4.931231499,90.82447815,9.161561012,0.9999,0,0
Estonia,2012,0.13,0.4292,0.1261,0,0,0,0.0034,0.1544,0.1284,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0.0174,0,0,2279999.971,1830000.043,-6150000.095,379999.9952,610000.0143,860000.0143,2339999.914,12739999.77,569999.9928,59999.99866,270000.0107,1470000.029,93.81344604,6.125763416,87.65772247,12.34478188,1,0,0
Estonia,2013,0.1171,0.3854,0.1145,0.0085,0.0278,0.0082,0.0034,0.157,0.1285,0.0002,0.0108,0.009,0,0,0,0,0,0,0,0,0,0.0114,0.0162,0.0008,0.0012,2230000.019,1850000.024,-6150000.095,340000.0036,610000.0143,1090000.033,2289999.962,15020000.46,569999.9928,70000.0003,270000.0107,1500000,95.23986053,4.712013721,90.77213287,9.215819359,0.998,0.002,4468.937914
Estonia,2014,0.1125,0.3695,0.1112,0.0085,0.0274,0.0082,0.0036,0.17,0.137,0.0002,0.0117,0.0098,0,0,0,0,0,0,0,0,0,0.0124,0.016,0.0009,0.0012,2230000.019,1909999.967,-6150000.095,310000.0024,639999.9857,810000.0024,2289999.962,13800000.19,579999.9833,70000.0003,330000.0131,1179999.948,94.40534973,5.514126301,88.86388397,11.03808498,0.998,0.0021,4692.38481
Estonia,2015,0.1077,0.3531,0.1077,0.0085,0.0271,0.0081,0.0038,0.1833,0.1456,0.0003,0.0127,0.0106,0,0,0,0,0,0,0,0,0,0.0135,0.0158,0.001,0.0012,2299999.952,1940000.057,-6150000.095,300000.0119,430000.0072,670000.0167,2349999.905,11680000.31,569999.9928,70000.0003,340000.0036,1090000.033,93.37749481,6.578981876,82.46136475,14.65873051,0.9978,0.0022,5071.156439
Finland,2004,0.2282,0.5245,0.0811,0,0,0,0.0004,0.0661,0.0446,0,0,0,0,0,0,0,0,0,0,0,0,0.0321,0.023,0,0,12600000.38,6329999.924,-15020000.46,3069999.933,3019999.981,10579999.92,12920000.08,38619998.93,3910000.086,59999.99866,2619999.886,2910000.086,64.35720062,19.50920486,43.17078018,29.56323242,1,0,0
Finland,2005,0.2141,0.5213,0.0885,0,0,0,0.0008,0.0686,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0.0342,0.0245,0,0,12630000.11,6449999.809,-14989999.77,2829999.924,3250000,10039999.96,12939999.58,27049999.24,3769999.981,70000.0003,2509999.99,2880000.114,62.45038986,19.46372032,33.3154335,32.77054596,1,0,0
Finland,2006,0.202,0.515,0.0944,0,0,0,0.0011,0.0707,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0.0376,0.026,0,0,12810000.42,6199999.809,-14970000.27,2910000.086,3170000.076,10090000.15,13130000.11,38689998.63,3759999.99,59999.99866,2309999.943,3190000.057,65.98866272,17.53488731,44.37380981,27.0259304,0.9998,0,0
Finland,2007,0.1929,0.5054,0.0981,0,0,0,0.0015,0.0753,0.0581,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.0276,0,0,13149999.62,6320000.172,-14949999.81,2789999.962,3299999.952,9729999.542,13470000.27,36689998.63,3630000.114,59999.99866,2480000.019,3079999.924,64.33731079,18.86909676,40.62121201,29.69109535,0.9999,0,0
Finland,2008,0.1873,0.4885,0.0967,0,0,0,0.0028,0.0878,0.0639,0,0,0,0,0,0,0,0.0003,0,0,0,0,0.0441,0.0286,0,0,12529999.73,6559999.943,-14920000.08,2680000.067,3529999.971,9289999.962,12840000.15,29969999.31,2980000.019,59999.99866,2460000.038,3039999.962,60.61303711,22.4277668,33.73921967,35.6491394,0.9997,0,0
Finland,2009,0.1847,0.4769,0.0961,0,0,0,0.0033,0.0941,0.068,0,0,0,0,0,0,0.0001,0.0004,0,0,0,0,0.047,0.0293,0,0,11960000.04,6230000.019,-14869999.89,2579999.924,2569999.933,7730000.019,12279999.73,29819999.69,3099999.905,50000.00075,2319999.933,2329999.924,62.18127441,19.18045998,36.59693909,29.94536591,0.9994,0,0
Finland,2010,0.1834,0.4639,0.0948,0,0,0,0.0036,0.1024,0.073,0,0,0,0,0,0,0,0.0004,0,0,0,0,0.049,0.0295,0,0,12470000.27,6420000.076,-14829999.92,2569999.933,2130000.114,9319999.695,12789999.96,35709999.08,3640000.105,50000.00075,2190000.057,2289999.962,63.84766006,19.64714241,41.1586647,29.79676056,0.9996,0,0
Finland,2011,0.184,0.4502,0.0933,0,0,0,0.004,0.1107,0.0771,0,0,0,0,0,0,0,0.0004,0,0,0,0,0.0505,0.0297,0,0,12289999.96,6000000,-54680000.31,2500000,2140000.105,8680000.305,12619999.89,29819999.69,2950000.048,39999.99911,2029999.971,2549999.952,61.33151627,20.95550156,35.06173325,32.66258621,0.9995,0,0
Finland,2012,0.1877,0.4446,0.0928,0,0,0,0.004,0.1183,0.0809,0,0,0,0,0,0,0,0.0004,0,0,0,0,0.0382,0.0331,0,0,11989999.77,5989999.771,-54650001.53,2450000.048,2140000.105,7920000.076,12310000.42,24959999.08,3150000.095,39999.99911,2150000.095,2240000.01,57.08924484,24.97545242,26.30546951,40.34713364,0.9996,0,0
Finland,2013,0.182,0.4137,0.0679,0.0145,0.0295,0.0057,0.004,0.1097,0.0852,0.0003,0.0083,0.0053,0,0,0,0,0.0004,0,0,0,0,0.0372,0.0314,0.0027,0.0023,11829999.92,6019999.981,-54650001.53,2329999.924,2190000.057,7760000.229,12159999.85,26469999.31,2819999.933,39999.99911,2079999.924,2319999.933,59.10956192,22.6478653,30.44846725,35.74716568,0.9947,0.005,59465.16499
Finland,2014,0.1874,0.409,0.0532,0.018,0.0299,0.0052,0.0042,0.1079,0.0952,0.0003,0.009,0.0053,0,0,0,0.0001,0.0004,0,0,0,0,0.0383,0.0315,0.0028,0.0023,10710000.04,6090000.153,-54619998.93,2200000.048,2170000.076,7750000,11079999.92,23709999.08,2769999.981,29999.99933,2029999.971,2190000.057,56.50820923,24.72823334,26.31193542,38.3998909,0.9944,0.0051,54928.60036
Finland,2015,0.1918,0.4018,0.0415,0.0222,0.0304,0.0048,0.0044,0.1055,0.1059,0.0003,0.0098,0.0053,0,0,0,0.0001,0.0004,0,0,0,0,0.0391,0.0313,0.003,0.0024,10699999.81,6039999.962,-54619998.93,2150000.095,2190000.057,7599999.905,11069999.69,20690000.53,2529999.971,39999.99911,2049999.952,2869999.886,53.41696167,28.13772202,21.08350563,44.00498581,0.9941,0.0054,58122.92422
France,2004,0.3291,0.1755,0.0193,0,0,0,0.0098,0.3403,0.0865,0,0,0,0,0,0,0,0,0,0,0,0,0.0284,0.0111,0,0,133059997.6,79419998.17,-66459999.08,20500000,29700000.76,53349998.47,136050003.1,75279998.78,95980003.36,2440000.057,15029999.73,25329999.92,54.94113159,5.97031498,9.847505569,11.13840389,1,0,0
France,2005,0.3157,0.1683,0.0185,0,0,0,0.0102,0.3569,0.0907,0,0,0,0,0,0,0,0,0,0,0,0,0.0283,0.0113,0,0,130800003.1,77849998.47,-66440002.44,20239999.77,30059999.47,55400001.53,133759994.5,81309997.56,93349998.47,2480000.019,14590000.15,24739999.77,55.27814102,5.365334034,10.99707985,9.777506828,0.9999,0,0
France,2006,0.3001,0.1623,0.0195,0,0,0,0.0245,0.3739,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.0281,0.0116,0,0,131119995.1,77500000,-66470001.22,20049999.24,30430000.31,55080001.83,134080001.8,77129997.25,88339996.34,2390000.105,14210000.04,25809999.47,54.72205734,5.969731808,9.897907257,10.84384537,1,0,0
France,2007,0.2879,0.157,0.0189,0,0,0,0.0299,0.39,0.0799,0,0,0,0,0,0,0,0.0004,0,0,0,0,0.0243,0.0117,0,0,130289993.3,79239997.86,-66480003.36,19819999.69,31049999.24,54279998.78,133360000.6,78879997.25,79699996.95,2329999.924,13810000.42,26659999.85,54.52615738,6.63871336,10.21117401,11.56751633,0.9996,0,0
France,2008,0.2814,0.1502,0.0192,0,0,0,0.0204,0.4047,0.0872,0,0,0,0,0,0,0,0.0006,0,0,0,0,0.024,0.0122,0,0,124319999.7,78230003.36,-66470001.22,19600000.38,30229999.54,52770000.46,127440002.4,75370002.75,86360000.61,2359999.895,14090000.15,25639999.39,53.9183197,7.632267475,9.684356689,12.86588573,0.9993,0,0
France,2009,0.3182,0.135,0.0076,0,0,0,0.0206,0.3979,0.0849,0,0,0,0,0,0,0.0001,0.0008,0,0,0,0,0.0228,0.0123,0,0,122930000.3,76209999.08,-66459999.08,19040000.92,28170000.08,41470001.22,126050003.1,73160003.66,88389999.39,2269999.981,13909999.85,24030000.69,54.5598259,7.706449986,9.575752258,12.99742413,0.9993,0,0
France,2010,0.2767,0.1673,0.0196,0,0,0,0.0206,0.3976,0.0832,0,0,0,0,0,0,0.0001,0.0009,0,0,0,0,0.0218,0.0124,0,0,123269996.6,76279998.78,-66480003.36,19100000.38,27690000.53,45340000.15,126349998.5,74849998.47,87089996.34,2450000.048,13479999.54,24120000.84,53.70637894,8.220292091,10.12313652,13.73570633,0.9992,0,0
France,2011,0.2939,0.1572,0.0165,0,0,0,0.019,0.403,0.0756,0,0,0,0,0,0,0.0002,0.0011,0,0,0.0001,0,0.0208,0.0126,0,0,128539993.3,74199996.95,-61090000.15,18559999.47,28079999.92,50880001.07,131690002.4,64989997.86,72489997.86,2079999.924,13729999.54,24940000.53,52.17024612,7.185517788,10.44098473,11.39871025,0.9986,0.0001,12872.02016
France,2012,0.2898,0.1532,0.0163,0,0,0,0.0187,0.4107,0.0768,0,0,0,0,0,0,0.0003,0.0012,0,0,0.0002,0.0001,0.0199,0.0127,0,0,127459999.1,74610000.61,-61040000.92,17920000.08,27620000.84,48369998.93,130630004.9,66790000.92,79400001.53,2119999.886,12850000.38,24020000.46,52.03897858,9.137363434,9.982471466,14.90709877,0.9981,0.0003,38310.79023
France,2013,0.2739,0.1394,0.0146,0.0197,0.01,0.0011,0.0168,0.3923,0.0669,0.0012,0.0274,0.0049,0,0,0,0.0004,0.0014,0,0,0.0003,0.0002,0.0165,0.011,0.0013,0.0008,126419998.2,75650001.53,-61099998.47,17420000.08,27440000.53,49450000.76,129559997.6,63979999.54,82319999.69,2140000.105,13310000.42,23209999.08,51.51367188,10.45943451,9.272937775,17.28455734,0.9957,0.0026,330111.4746
France,2014,0.2766,0.1356,0.014,0.0206,0.01,0.001,0.0161,0.4001,0.0624,0.0011,0.028,0.0046,0,0,0,0.0005,0.0016,0,0,0.0003,0.0002,0.0146,0.0103,0.0012,0.0008,126569999.7,76069999.69,-61090000.15,16860000.61,27079999.92,46819999.69,129770004.3,49889999.39,66269996.64,1830000.043,13170000.08,22260000.23,48.89509201,10.45927906,6.317116261,16.69805717,0.995,0.0025,318015.0746
France,2015,0.279,0.1318,0.0134,0.0217,0.0101,0.001,0.0155,0.4074,0.0581,0.0011,0.0288,0.0044,0,0,0,0.0006,0.0019,0,0,0.0004,0.0003,0.0129,0.0096,0.0011,0.0008,127800003.1,76819999.69,-61099998.47,15979999.54,26819999.69,45250000,131039993.3,52970001.22,69459999.08,1950000.048,12920000.08,22510000.23,49.59907913,10.14739895,7.810317516,16.09547234,0.9948,0.0026,334016.8958
Germany,2004,0.2765,0.3767,0.0909,0,0,0,0.0038,0.122,0.0602,0,0,0,0.0011,0.0016,0.0004,0,0,0,0,0,0,0.032,0.0347,0,0,163990005.5,64720001.22,-18329999.92,21889999.39,35950000.76,97440002.44,168410003.7,381250000,165919998.2,8289999.962,1029999.971,29440000.53,83.96259308,4.516597748,60.25598526,9.385251045,0.9999,0,0
Germany,2005,0.2788,0.36,0.0855,0,0,0,0.0046,0.1339,0.065,0,0,0,0.0016,0.002,0.0005,0,0.0001,0,0,0,0,0.0371,0.031,0,0,155630004.9,64269996.64,-18319999.69,20440000.53,33520000.46,95150001.53,160000000,377649993.9,162429992.7,8350000.381,1129999.995,30590000.15,83.48632813,5.208419323,59.788414,10.18867111,1,0,0
Germany,2006,0.2799,0.3462,0.0836,0,0,0,0.0052,0.1425,0.0681,0,0,0,0.0018,0.0022,0.0005,0,0.0001,0,0,0,0,0.0391,0.0307,0,0,153479995.7,61990001.68,-18329999.92,18770000.46,33680000.31,97059997.56,158029998.8,381450012.2,171389999.4,8489999.771,870000.0048,32069999.69,82.72524261,6.026304722,58.5514679,11.34531689,0.9998,0,0
Germany,2007,0.2816,0.3337,0.0819,0,0,0,0.0057,0.1472,0.0694,0,0,0,0.0025,0.0029,0.0007,0,0.0002,0,0,0,0,0.0431,0.0311,0,0,148380004.9,63169998.17,-18319999.69,17399999.62,37380001.07,96480003.36,152869995.1,394589996.3,132509994.5,8260000.229,629999.9952,34580001.83,82.55218506,7.653833389,60.00099182,13.95945549,0.9998,0,0
Germany,2008,0.2827,0.3211,0.0802,0,0,0,0.0062,0.1525,0.071,0,0,0,0.0028,0.0032,0.0008,0,0.0003,0,0,0,0,0.0478,0.0314,0,0,148889999.4,62939998.63,-18329999.92,16170000.08,34799999.24,100279998.8,153229995.7,373010009.8,157240005.5,7920000.076,569999.9928,34639999.39,81.9863205,7.817628384,58.23553085,14.72613716,0.9997,0,0
Germany,2009,0.2875,0.3104,0.0733,0,0,0,0.0067,0.1588,0.073,0,0,0,0.0035,0.0038,0.0009,0,0.0004,0,0,0,0,0.0499,0.0319,0,0,147059997.6,62919998.17,-18329999.92,14930000.31,34209999.08,87279998.78,151279998.8,345000000,145990005.5,7510000.229,569999.9928,33189998.63,81.75202179,8.4542799,57.67018127,16.12460518,0.9997,0,0
Germany,2010,0.2941,0.2978,0.07,0,0,0,0.0071,0.1632,0.0742,0,0,0,0.004,0.0041,0.001,0,0.0005,0,0,0,0,0.0519,0.032,0,0,148119995.1,63360000.61,-18340000.15,13810000.42,26270000.46,98819999.69,152380004.9,363660003.7,153410003.7,7099999.905,1360000.014,33029998.78,81.47663879,8.792469025,56.93983078,16.66207504,0.9994,0,0
Germany,2011,0.3011,0.2831,0.0656,0,0,0,0.0077,0.1697,0.0764,0,0,0,0.0045,0.0042,0.001,0.0001,0.0007,0,0,0,0,0.0538,0.0322,0,0,149940002.4,62020000.46,-29209999.08,12939999.58,27180000.31,97669998.17,154210006.7,356239990.2,131919998.2,6840000.153,1440000.057,31979999.54,81.73019409,10.5669651,57.94638824,20.30107117,0.9993,0,0
Germany,2012,0.302,0.2715,0.0619,0,0,0,0.0078,0.1788,0.078,0,0,0,0.0049,0.0044,0.001,0.0001,0.001,0.0001,0,0,0.0001,0.056,0.0323,0,0,148509994.5,62299999.24,-29209999.08,12109999.66,26850000.38,94720001.22,152729995.7,367250000,139910003.7,6539999.962,1269999.981,32950000.76,81.14388275,11.89969921,57.32815552,22.80201912,0.9986,0.0001,14871.82
Germany,2013,0.2851,0.2442,0.0546,0.0205,0.0176,0.004,0.0077,0.1735,0.0755,0.0005,0.0121,0.0053,0.0054,0.0047,0.001,0.0001,0.0013,0.0001,0,0,0.0001,0.0519,0.0291,0.0038,0.0021,152369995.1,63099998.47,-29209999.08,11340000.15,26069999.69,94279998.78,156580001.8,371859985.4,150639999.4,4940000.057,1210000.038,32659999.85,81.35940552,12.06333542,56.81109238,23.82969284,0.9927,0.006,920942.8535
Germany,2014,0.2877,0.2349,0.0516,0.0214,0.0174,0.0038,0.008,0.1798,0.078,0.0006,0.0125,0.0056,0.0058,0.0049,0.001,0.0001,0.0016,0.0001,0,0.0001,0.0001,0.0512,0.0279,0.0039,0.0021,154570007.3,64519996.64,-29229999.54,10680000.31,26520000.46,91720001.22,158850006.1,352339996.3,129070007.3,4199999.809,1289999.962,31670000.08,79.91162872,13.27884674,54.43074036,25.73727798,0.9921,0.0062,965965.1703
Germany,2015,0.2898,0.2256,0.0487,0.0226,0.0173,0.0037,0.0083,0.1859,0.0804,0.0006,0.0131,0.0059,0.0063,0.0051,0.001,0.0002,0.002,0.0002,0,0.0001,0.0001,0.0504,0.0267,0.004,0.0021,157589996.3,63330001.83,-29239999.77,10069999.69,26379999.16,95599998.47,161860000.6,348309997.6,132970001.2,4210000.038,1149999.976,31979999.54,78.89893341,14.82354355,52.58818436,28.98013115,0.9914,0.0063,1001429.269
Greece,2004,0.3024,0.2753,0.0444,0,0,0,0.0002,0.0051,0.0003,0,0,0,0.0006,0.0006,0.0001,0,0,0,0,0,0,0.3098,0.0612,0,0,21389999.39,8850000.381,-1080000.043,4659999.847,12020000.46,8840000.153,21940000.53,50099998.47,11069999.69,1590000.033,2670000.076,12880000.11,95.70877075,4.29122591,89.12142181,9.970342636,1,0,0
Greece,2005,0.3013,0.2717,0.0451,0,0,0,0.0003,0.005,0.0003,0,0,0,0.0007,0.0006,0.0001,0,0,0,0,0,0,0.3123,0.0626,0,0,21780000.69,8569999.695,-1080000.043,4760000.229,12600000.38,8750000,22350000.38,50819999.69,11649999.62,1580000.043,2740000.01,11590000.15,95.39968109,4.600325584,88.33721924,10.67311001,1,0,0
Greece,2006,0.304,0.2717,0.0431,0,0,0,0.0003,0.0049,0.0003,0,0,0,0.0008,0.0008,0.0001,0,0,0,0,0,0,0.3112,0.0628,0,0,22290000.92,8340000.153,-1080000.043,4940000.057,12130000.11,9079999.924,22879999.16,49029998.78,11390000.34,1490000.01,2890000.105,12800000.19,94.55060577,5.321949959,86.36430359,12.63221836,1,0,0
Greece,2007,0.3001,0.269,0.0437,0,0,0,0.0003,0.0047,0.0003,0,0,0,0.0009,0.0008,0.0001,0,0.0001,0.0001,0,0,0,0.3159,0.0642,0,0,22879999.16,8279999.733,-1009999.99,4760000.229,11920000.08,10270000.46,23500000,52340000.15,10449999.81,1539999.962,2589999.914,13289999.96,96.65594482,3.113685846,91.5333252,7.235101223,1,0,0
Greece,2008,0.3009,0.2693,0.0443,0,0,0,0.0003,0.0045,0.0003,0,0,0,0.0009,0.0008,0.0001,0,0.0001,0.0001,0,0,0,0.3143,0.0639,0,0,22200000.76,8439999.58,-1080000.043,4769999.981,11489999.77,8579999.924,22799999.24,51419998.17,10199999.81,1529999.971,2509999.99,12949999.81,95.82098389,3.987140179,89.67984009,9.019749641,0.9996,0,0
