Year,Month,Make,Model,Quantity,Type of engine
2015,7,Ford ,Ford Mondeo,193,gas
2015,7,Peugeot ,Peugeot 308,174,gas
2015,7,Ford ,Ford Focus,157,gas
2015,7,Mitsubishi ,Mitsubishi Outlander,126,gas
2015,7,Volvo ,Volvo XC60,117,gas
2015,7,Volkswagen ,Volkswagen up!,114,gas
2015,7,Renault ,Renault Zoe,24,EV/Hybrid
2015,8,Volkswagen ,Volkswagen Golf,1414,gas
2015,8,Toyota ,Toyota Auris,412,gas
2015,8,Skoda ,Skoda Octavia,372,gas
2015,8,Toyota ,Toyota Yaris,338,gas
2015,8,Nissan ,Nissan Leaf,338,EV/Hybrid
2015,8,Toyota ,Toyota Rav4,314,gas
2015,8,Ford ,Ford Mondeo,303,gas
2015,8,Volkswagen ,Volkswagen Passat,240,gas
2015,8,Mazda ,Mazda CX-5,225,gas
2015,8,Tesla ,Tesla Model S,220,EV/Hybrid
2015,8,Mercedes-Benz ,Mercedes-Benz B-klasse,220,gas
2015,8,Nissan ,Nissan Qashqai,198,gas
2015,8,Audi ,Audi A3,198,gas
2015,8,Volkswagen ,Volkswagen up!,190,gas
2015,8,Ford ,Ford Focus,183,gas
2015,8,Volvo ,Volvo V70,162,gas
2015,8,Peugeot ,Peugeot 308,145,gas
2015,8,Mercedes-Benz ,Mercedes-Benz C-klasse,126,gas
2015,8,Volvo ,Volvo XC60,95,gas
2015,8,Mitsubishi ,Mitsubishi Outlander,88,gas
2015,9,Volkswagen ,Volkswagen Golf,1102,gas
2015,9,Toyota ,Toyota Auris,535,gas
2015,9,Nissan ,Nissan Leaf,492,EV/Hybrid
2015,9,Toyota ,Toyota Yaris,364,gas
2015,9,Toyota ,Toyota Rav4,314,gas
2015,9,Skoda ,Skoda Octavia,311,gas
2015,9,BMW ,BMW i3,266,EV/Hybrid
2015,9,Mazda ,Mazda CX-5,256,gas
2015,9,Nissan ,Nissan Qashqai,246,gas
2015,9,Volvo ,Volvo V70,238,gas
2015,9,Mitsubishi ,Mitsubishi Outlander,222,gas
2015,9,Ford ,Ford Mondeo,185,gas
2015,9,Volkswagen ,Volkswagen Passat,184,gas
2015,9,Volkswagen ,Volkswagen up!,180,gas
2015,9,Volvo ,Volvo XC60,169,gas
2015,9,Ford ,Ford Focus,168,gas
2015,9,Mercedes-Benz ,Mercedes-Benz B-klasse,153,gas
2015,9,Audi ,Audi A3,148,gas
2015,9,Tesla ,Tesla Model S,127,EV/Hybrid
2015,9,Peugeot ,Peugeot 308,112,gas
2015,10,Volkswagen ,Volkswagen Golf,1368,gas
2015,10,Toyota ,Toyota Auris,574,gas
2015,10,Mitsubishi ,Mitsubishi Outlander,527,gas
2015,10,Skoda ,Skoda Octavia,386,gas
2015,10,Toyota ,Toyota Yaris,379,gas
2015,10,Nissan ,Nissan Leaf,355,EV/Hybrid
2015,10,BMW ,BMW i3,326,EV/Hybrid
2015,10,Volvo ,Volvo V70,314,gas
2015,10,Volkswagen ,Volkswagen Passat,286,gas
2015,10,Mazda ,Mazda CX-5,281,gas
2015,10,Toyota ,Toyota Rav4,232,gas
2015,10,Nissan ,Nissan Qashqai,222,gas
2015,10,Tesla ,Tesla Model S,198,EV/Hybrid
2015,10,Audi ,Audi A3,192,gas
2015,10,Peugeot ,Peugeot 308,170,gas
2015,10,Volvo ,Volvo XC60,166,gas
2015,10,Ford ,Ford Mondeo,156,gas
2015,10,Ford ,Ford Focus,150,gas
2015,10,Volkswagen ,Volkswagen up!,137,gas
2015,10,Mercedes-Benz ,Mercedes-Benz B-klasse,108,gas
2015,11,Volkswagen ,Volkswagen Golf,1435,gas
2015,11,Mitsubishi ,Mitsubishi Outlander,578,gas
2015,11,Toyota ,Toyota Auris,450,gas
2015,11,Volkswagen ,Volkswagen Passat,358,gas
2015,11,Toyota ,Toyota Yaris,334,gas
2015,11,Skoda ,Skoda Octavia,310,gas
2015,11,Volvo ,Volvo XC60,299,gas
2015,11,BMW ,BMW i3,293,EV/Hybrid
2015,11,Ford ,Ford Mondeo,282,gas
2015,11,Mazda ,Mazda CX-5,262,gas
2015,11,Volvo ,Volvo V70,238,gas
2015,11,Tesla ,Tesla Model S,225,EV/Hybrid
2015,11,Audi ,Audi A3,209,gas
2015,11,Nissan ,Nissan Qashqai,162,gas
2015,11,Volkswagen ,Volkswagen up!,147,gas
2015,11,Mercedes-Benz ,Mercedes-Benz B-klasse,141,gas
2015,11,Peugeot ,Peugeot 308,136,gas
2015,11,Nissan ,Nissan Leaf,135,EV/Hybrid
2015,11,Ford ,Ford Focus,103,gas
2015,11,Toyota ,Toyota Rav4,102,gas
2015,12,Volkswagen ,Volkswagen Golf,1050,gas
2015,12,Mitsubishi ,Mitsubishi Outlander,561,gas
2015,12,BMW ,BMW i3,415,EV/Hybrid
2015,12,Volvo ,Volvo XC60,408,gas
2015,12,Volvo ,Volvo V70,393,gas
2015,12,Tesla ,Tesla Model S,373,EV/Hybrid
2015,12,Skoda ,Skoda Octavia,349,gas
2015,12,Mazda ,Mazda CX-5,285,gas
2015,12,Toyota ,Toyota Yaris,281,gas
2015,12,Toyota ,Toyota Auris,264,gas
2015,12,Volvo ,Volvo V60,251,gas
2015,12,Volkswagen ,Volkswagen Passat,198,gas
2015,12,Ford ,Ford Mondeo,186,gas
2015,12,Audi ,Audi A3,179,gas
2015,12,Ford ,Ford Focus,162,gas
2015,12,Mercedes-Benz ,Mercedes-Benz B-klasse,159,gas
2015,12,Volkswagen ,Volkswagen up!,146,gas
2015,12,Nissan ,Nissan Qashqai,119,gas
2015,12,Toyota ,Toyota Rav4,74,gas
2015,12,Nissan ,Nissan Leaf,19,EV/Hybrid
2016,1,Volkswagen ,Volkswagen Golf,998,gas
2016,1,Toyota ,Toyota Rav4,328,gas
2016,1,Toyota ,Toyota Yaris,317,gas
2016,1,Toyota ,Toyota Auris,300,gas
2016,1,BMW ,BMW i3,294,EV/Hybrid
2016,1,Nissan ,Nissan Leaf,284,EV/Hybrid
2016,1,Mazda ,Mazda CX-3,269,gas
2016,1,Volkswagen ,Volkswagen Passat,236,gas
2016,1,Audi ,Audi A3,233,gas
2016,1,Mazda ,Mazda CX-5,223,gas
2016,1,Suzuki ,Suzuki Vitara,219,gas
2016,1,Volvo ,Volvo XC90,215,gas
2016,1,Skoda ,Skoda Octavia,213,gas
2016,1,Ford ,Ford Mondeo,211,gas
2016,1,Renault ,Renault Zoe,197,EV/Hybrid
2016,1,Nissan ,Nissan Qashqai,196,gas
2016,1,Skoda ,Skoda Superb,186,gas
2016,1,Peugeot ,Peugeot 308,176,gas
2016,1,BMW ,BMW X5,170,gas
2016,1,Volkswagen ,Volkswagen up!,165,gas
2016,1,Volvo ,Volvo V60,159,gas
2016,1,Mercedes-Benz ,Mercedes-Benz C-klasse,159,gas
2016,1,Ford ,Ford S-Max,153,gas
2016,1,Mitsubishi ,Mitsubishi Outlander,145,gas
2016,1,Volkswagen ,Volkswagen Polo,144,gas
2016,1,Ford ,Ford Focus,141,gas
2016,1,BMW ,BMW X3,141,gas
2016,1,Audi ,Audi A4,128,gas
2016,1,BMW ,BMW 3-serie,123,gas
2016,1,BMW ,BMW X1,118,gas
2016,1,Mercedes-Benz ,Mercedes-Benz GLC,116,gas
2016,1,Mercedes-Benz ,Mercedes-Benz B-klasse,111,gas
2016,1,Volvo ,Volvo V70,107,gas
2016,1,Tesla ,Tesla Model S,105,EV/Hybrid
2016,1,Ford ,Ford Fiesta,101,gas
2016,1,Ford ,Ford Kuga,96,gas
2016,1,Volvo ,Volvo XC60,96,gas
2016,1,Hyundai ,Hyundai Tucson,95,gas
2016,1,Nissan ,Nissan X-Trail,91,gas
2016,1,Opel ,Opel Astra,89,gas
2016,1,Toyota ,Toyota Avensis,83,gas
2016,1,Audi ,Audi A6,66,gas
2016,1,Volkswagen ,Volkswagen Touran,65,gas
2016,1,Skoda ,Skoda Fabia,63,gas
2016,1,Kia ,Kia Soul,62,gas
2016,1,Peugeot ,Peugeot 2008,60,gas
2016,1,Toyota ,Toyota Prius,55,EV/Hybrid
2016,1,Volvo ,Volvo V40,54,gas
2016,1,Opel ,Opel Mokka,44,gas
2016,1,Kia ,Kia Sportage,41,gas
2016,2,Volkswagen ,Volkswagen Golf,1247,gas
2016,2,Mitsubishi ,Mitsubishi Outlander,553,gas
2016,2,Nissan ,Nissan Leaf,453,EV/Hybrid
2016,2,Toyota ,Toyota Rav4,436,gas
2016,2,Skoda ,Skoda Octavia,399,gas
2016,2,Toyota ,Toyota Auris,332,gas
2016,2,Volkswagen ,Volkswagen Passat,310,gas
2016,2,Toyota ,Toyota Yaris,296,gas
2016,2,Mazda ,Mazda CX-3,250,gas
2016,2,Mazda ,Mazda CX-5,250,gas
2016,2,Audi ,Audi A3,249,gas
2016,2,BMW ,BMW i3,248,EV/Hybrid
2016,2,Skoda ,Skoda Superb,218,gas
2016,2,Ford ,Ford S-Max,216,gas
2016,2,Volvo ,Volvo V70,203,gas
2016,2,Nissan ,Nissan Qashqai,187,gas
2016,2,Toyota ,Toyota Avensis,170,gas
2016,2,Kia ,Kia Soul,158,gas
2016,2,Ford ,Ford Mondeo,157,gas
2016,2,Suzuki ,Suzuki Vitara,156,gas
2016,2,Volvo ,Volvo V60,155,gas
2016,2,Volvo ,Volvo XC90,151,gas
2016,2,Peugeot ,Peugeot 308,140,gas
2016,2,Volkswagen ,Volkswagen up!,138,gas
2016,2,Kia ,Kia Sportage,135,gas
2016,2,Mercedes-Benz ,Mercedes-Benz C-klasse,130,gas
2016,2,Ford ,Ford Focus,126,gas
2016,2,Toyota ,Toyota Prius,124,EV/Hybrid
2016,2,Ford ,Ford Kuga,119,gas
2016,2,Volvo ,Volvo XC60,118,gas
2016,2,BMW ,BMW X1,117,gas
2016,2,BMW ,BMW 3-serie,114,gas
2016,2,Tesla ,Tesla Model S,113,EV/Hybrid
2016,2,Nissan ,Nissan X-Trail,112,gas
2016,2,Volkswagen ,Volkswagen Polo,111,gas
2016,2,BMW ,BMW X5,108,gas
2016,2,Mercedes-Benz ,Mercedes-Benz GLC,106,gas
2016,2,Mercedes-Benz ,Mercedes-Benz B-klasse,106,gas
2016,2,Audi ,Audi A4,102,gas
2016,2,Opel ,Opel Mokka,93,gas
2016,2,BMW ,BMW X3,89,gas
2016,2,Ford ,Ford Fiesta,85,gas
2016,2,Opel ,Opel Astra,84,gas
2016,2,Volvo ,Volvo V40,79,gas
2016,2,Peugeot ,Peugeot 2008,72,gas
2016,2,Skoda ,Skoda Fabia,71,gas
2016,2,Audi ,Audi A6,65,gas
2016,2,Volkswagen ,Volkswagen Touran,65,gas
2016,2,Hyundai ,Hyundai Tucson,54,gas
2016,2,Renault ,Renault Zoe,50,EV/Hybrid
2016,3,Volkswagen ,Volkswagen Golf,1414,gas
2016,3,Mitsubishi ,Mitsubishi Outlander,739,gas
2016,3,Nissan ,Nissan Leaf,676,EV/Hybrid
2016,3,Toyota ,Toyota Auris,507,gas
2016,3,Tesla ,Tesla Model S,487,EV/Hybrid
2016,3,Volkswagen ,Volkswagen Passat,372,gas
2016,3,Toyota ,Toyota Yaris,361,gas
2016,3,Toyota ,Toyota Rav4,304,gas
2016,3,Renault ,Renault Zoe,291,EV/Hybrid
2016,3,Skoda ,Skoda Octavia,285,gas
2016,3,Audi ,Audi A3,266,gas
2016,3,BMW ,BMW 2-serie,233,gas
2016,3,Mazda ,Mazda CX-5,231,gas
2016,3,Volvo ,Volvo V70,214,gas
2016,3,Toyota ,Toyota Avensis,194,gas
2016,3,Nissan ,Nissan Qashqai,191,gas
2016,3,Skoda ,Skoda Superb,188,gas
2016,3,Suzuki ,Suzuki Vitara,181,gas
2016,3,Mercedes-Benz ,Mercedes-Benz B-klasse,179,gas
2016,3,Ford ,Ford S-Max,178,gas
2016,3,BMW ,BMW i3,177,EV/Hybrid
2016,3,Mercedes-Benz ,Mercedes-Benz C-klasse,159,gas
2016,3,Toyota ,Toyota Prius,153,EV/Hybrid
2016,3,Ford ,Ford Mondeo,153,gas
2016,3,BMW ,BMW X5,149,gas
2016,3,Peugeot ,Peugeot 308,142,gas
2016,3,Kia ,Kia Sportage,141,gas
2016,3,Volvo ,Volvo XC60,141,gas
2016,3,Mazda ,Mazda CX-3,138,gas
2016,3,Volvo ,Volvo V60,132,gas
2016,3,Volvo ,Volvo XC90,128,gas
2016,3,BMW ,BMW X1,126,gas
2016,3,Volkswagen ,Volkswagen up!,124,gas
2016,3,BMW ,BMW 3-serie,124,gas
2016,3,Mercedes-Benz ,Mercedes-Benz E-klasse,123,gas
2016,3,Volkswagen ,Volkswagen Polo,118,gas
2016,3,Ford ,Ford Focus,118,gas
2016,3,Ford ,Ford Fiesta,112,gas
2016,3,BMW ,BMW X3,95,gas
2016,3,Ford ,Ford Kuga,84,gas
2016,3,Opel ,Opel Astra,83,gas
2016,4,Volkswagen ,Volkswagen Golf,1713,gas
2016,4,Volkswagen ,Volkswagen Passat,684,gas
2016,4,Mitsubishi ,Mitsubishi Outlander,569,gas
2016,4,Nissan ,Nissan Leaf,541,EV/Hybrid
2016,4,Toyota ,Toyota Auris,428,gas
2016,4,Skoda ,Skoda Octavia,383,gas
2016,4,Toyota ,Toyota Yaris,362,gas
2016,4,Toyota ,Toyota Rav4,284,gas
2016,4,Audi ,Audi A3,275,gas
2016,4,Volvo ,Volvo V70,232,gas
2016,4,Renault ,Renault Zoe,230,EV/Hybrid
2016,4,Volkswagen ,Volkswagen Polo,227,gas
2016,4,BMW ,BMW i3,222,EV/Hybrid
2016,4,BMW ,BMW 2-serie,205,gas
2016,4,Mazda ,Mazda CX-3,201,gas
2016,4,Mazda ,Mazda CX-5,197,gas
2016,4,Toyota ,Toyota Prius,195,EV/Hybrid
2016,4,Skoda ,Skoda Superb,186,gas
2016,4,Volvo ,Volvo XC90,181,gas
2016,4,Ford ,Ford Mondeo,171,gas
2016,4,Peugeot ,Peugeot 308,170,gas
2016,4,Opel ,Opel Astra,170,gas
2016,4,BMW ,BMW X5,165,gas
2016,4,Mercedes-Benz ,Mercedes-Benz B-klasse,156,gas
2016,4,Suzuki ,Suzuki Vitara,154,gas
2016,4,Volkswagen ,Volkswagen up!,153,gas
2016,4,Toyota ,Toyota Avensis,152,gas
2016,4,Kia ,Kia Sportage,149,gas
2016,4,Ford ,Ford Fiesta,132,gas
2016,4,Volvo ,Volvo XC60,131,gas
2016,4,Nissan ,Nissan Qashqai,126,gas
2016,4,Ford ,Ford S-Max,125,gas
2016,4,Mercedes-Benz ,Mercedes-Benz E-klasse,120,gas
2016,4,Ford ,Ford Focus,109,gas
2016,4,BMW ,BMW X3,108,gas
2016,4,Ford ,Ford Kuga,108,gas
2016,4,Volvo ,Volvo V60,107,gas
2016,4,BMW ,BMW X1,106,gas
2016,4,Mercedes-Benz ,Mercedes-Benz C-klasse,104,gas
2016,4,BMW ,BMW 3-serie,104,gas
2016,4,Tesla ,Tesla Model S,96,EV/Hybrid
2016,5,Volkswagen ,Volkswagen Golf,1054,gas
2016,5,Mitsubishi ,Mitsubishi Outlander,553,gas
2016,5,Volkswagen ,Volkswagen Passat,530,gas
2016,5,Toyota ,Toyota Yaris,483,gas
2016,5,Toyota ,Toyota Auris,448,gas
2016,5,Toyota ,Toyota Rav4,414,gas
2016,5,Skoda ,Skoda Octavia,344,gas
2016,5,Nissan ,Nissan Leaf,320,EV/Hybrid
2016,5,Audi ,Audi A3,266,gas
2016,5,Skoda ,Skoda Superb,217,gas
2016,5,Mercedes-Benz ,Mercedes-Benz B-klasse,204,gas
2016,5,Mazda ,Mazda CX-3,200,gas
2016,5,Mazda ,Mazda CX-5,199,gas
2016,5,Toyota ,Toyota Prius,197,EV/Hybrid
2016,5,Opel ,Opel Astra,188,gas
2016,5,BMW ,BMW 2-serie,186,gas
2016,5,Mercedes-Benz ,Mercedes-Benz C-klasse,161,gas
2016,5,Volkswagen ,Volkswagen Polo,159,gas
2016,5,Tesla ,Tesla Model S,156,EV/Hybrid
2016,5,Peugeot ,Peugeot 308,152,gas
2016,5,Volvo ,Volvo V70,144,gas
2016,5,Ford ,Ford Mondeo,137,gas
2016,5,Volkswagen ,Volkswagen up!,135,gas
2016,5,Nissan ,Nissan Qashqai,132,gas
2016,5,Ford ,Ford S-Max,132,gas
2016,5,Volvo ,Volvo XC90,126,gas
2016,5,Toyota ,Toyota Avensis,123,gas
2016,5,BMW ,BMW i3,120,EV/Hybrid
2016,5,Suzuki ,Suzuki Vitara,93,gas
2016,5,Renault ,Renault Zoe,64,EV/Hybrid
2016,6,Volkswagen ,Volkswagen Golf,1056,gas
2016,6,Mitsubishi ,Mitsubishi Outlander,590,gas
2016,6,Volkswagen ,Volkswagen Passat,463,gas
2016,6,Toyota ,Toyota Auris,435,gas
2016,6,Renault ,Renault Zoe,398,EV/Hybrid
2016,6,Toyota ,Toyota Yaris,391,gas
2016,6,Skoda ,Skoda Octavia,328,gas
2016,6,Toyota ,Toyota Rav4,324,gas
2016,6,Nissan ,Nissan Leaf,318,EV/Hybrid
2016,6,Tesla ,Tesla Model S,284,EV/Hybrid
2016,6,Mazda ,Mazda CX-5,252,gas
2016,6,Toyota ,Toyota Prius,246,EV/Hybrid
2016,6,Audi ,Audi A3,241,gas
2016,6,Opel ,Opel Astra,225,gas
2016,6,BMW ,BMW 2-serie,216,gas
2016,6,Mercedes-Benz ,Mercedes-Benz B-klasse,215,gas
2016,6,Mazda ,Mazda CX-3,213,gas
2016,6,Ford ,Ford Mondeo,193,gas
2016,6,Toyota ,Toyota Avensis,186,gas
2016,6,Skoda ,Skoda Superb,168,gas
2016,6,Volkswagen ,Volkswagen up!,155,gas
2016,6,Nissan ,Nissan Qashqai,154,gas
2016,6,Peugeot ,Peugeot 308,153,gas
2016,6,Mercedes-Benz ,Mercedes-Benz C-klasse,144,gas
2016,6,Volvo ,Volvo XC90,143,gas
2016,6,Volkswagen ,Volkswagen Polo,143,gas
2016,6,Volvo ,Volvo V70,139,gas
2016,6,Ford ,Ford S-Max,126,gas
2016,6,Suzuki ,Suzuki Vitara,95,gas
2016,6,BMW ,BMW i3,51,EV/Hybrid
2016,7,Volkswagen ,Volkswagen Golf,972,gas
2016,7,Mitsubishi ,Mitsubishi Outlander,552,gas
2016,7,Volkswagen ,Volkswagen Passat,444,gas
2016,7,Volkswagen ,Volkswagen Tiguan,305,gas
2016,7,Skoda ,Skoda Octavia,301,gas
2016,7,Toyota ,Toyota Rav4,277,gas
2016,7,Toyota ,Toyota Yaris,266,gas
2016,7,Audi ,Audi A3,262,gas
2016,7,Toyota ,Toyota Auris,251,gas
2016,7,Nissan ,Nissan Leaf,237,EV/Hybrid
2016,7,Opel ,Opel Astra,192,gas
2016,7,Mazda ,Mazda CX-5,187,gas
2016,7,Toyota ,Toyota Prius,186,EV/Hybrid
2016,7,Nissan ,Nissan Qashqai,183,gas
2016,7,Mazda ,Mazda CX-3,167,gas
2016,7,Volvo ,Volvo XC60,160,gas
2016,7,Audi ,Audi A4,157,gas
2016,7,Hyundai ,Hyundai Tucson,152,gas
2016,7,Skoda ,Skoda Superb,148,gas
2016,7,Volkswagen ,Volkswagen Polo,145,gas
2016,7,Toyota ,Toyota Avensis,139,gas
2016,7,Volvo ,Volvo V40,134,gas
2016,7,BMW ,BMW 2-serie,131,gas
2016,7,Suzuki ,Suzuki Vitara,128,gas
2016,7,Mercedes-Benz ,Mercedes-Benz C-klasse,128,gas
2016,7,Mercedes-Benz ,Mercedes-Benz B-klasse,123,gas
2016,7,Volvo ,Volvo XC90,122,gas
2016,7,Peugeot ,Peugeot 2008,114,gas
2016,7,Ford ,Ford Mondeo,111,gas
2016,7,Kia ,Kia Soul,106,gas
2016,7,BMW ,BMW i3,98,EV/Hybrid
2016,7,Renault ,Renault Zoe,79,EV/Hybrid
2016,7,Volvo ,Volvo V70,77,gas
2016,7,Tesla ,Tesla Model S,43,EV/Hybrid
2016,8,Volkswagen ,Volkswagen Golf,1214,gas
2016,8,Toyota ,Toyota Rav4,735,gas
2016,8,Toyota ,Toyota Yaris,410,gas
2016,8,Mitsubishi ,Mitsubishi Outlander,405,gas
2016,8,Toyota ,Toyota Auris,361,gas
2016,8,Volkswagen ,Volkswagen Passat,358,gas
2016,8,Volkswagen ,Volkswagen Tiguan,331,gas
2016,8,Nissan ,Nissan Leaf,318,EV/Hybrid
2016,8,Mercedes-Benz ,Mercedes-Benz B-klasse,300,gas
2016,8,BMW ,BMW i3,293,EV/Hybrid
2016,8,Skoda ,Skoda Octavia,270,gas
2016,8,Mazda ,Mazda CX-5,234,gas
2016,8,Toyota ,Toyota Prius,183,EV/Hybrid
2016,8,Tesla ,Tesla Model S,170,EV/Hybrid
2016,8,Audi ,Audi A3,164,gas
2016,8,Mazda ,Mazda CX-3,161,gas
2016,8,Nissan ,Nissan Qashqai,131,gas
2016,8,Ford ,Ford Mondeo,124,gas
2016,8,Skoda ,Skoda Superb,122,gas
2016,8,Renault ,Renault Zoe,15,EV/Hybrid
2016,9,Volkswagen ,Volkswagen Golf,996,gas
2016,9,Toyota ,Toyota Rav4,581,gas
2016,9,BMW ,BMW i3,520,EV/Hybrid
2016,9,Toyota ,Toyota Auris,492,gas
2016,9,Mitsubishi ,Mitsubishi Outlander,455,gas
2016,9,Volkswagen ,Volkswagen Tiguan,416,gas
2016,9,Toyota ,Toyota Yaris,405,gas
2016,9,Skoda ,Skoda Octavia,315,gas
2016,9,Volkswagen ,Volkswagen Passat,314,gas
2016,9,Mercedes-Benz ,Mercedes-Benz B-klasse,258,gas
2016,9,Mazda ,Mazda CX-5,249,gas
2016,9,Tesla ,Tesla Model S,247,EV/Hybrid
2016,9,Toyota ,Toyota Prius,233,EV/Hybrid
2016,9,Mercedes-Benz ,Mercedes-Benz C-klasse,208,gas
2016,9,Nissan ,Nissan Leaf,199,EV/Hybrid
2016,9,Audi ,Audi A3,186,gas
2016,9,Mazda ,Mazda CX-3,179,gas
2016,9,Skoda ,Skoda Superb,167,gas
2016,9,Renault ,Renault Zoe,158,EV/Hybrid
2016,9,Nissan ,Nissan Qashqai,146,gas
2016,10,Volkswagen ,Volkswagen Golf,858,gas
2016,10,BMW ,BMW i3,503,EV/Hybrid
2016,10,Volkswagen ,Volkswagen Passat,487,gas
2016,10,Volkswagen ,Volkswagen Tiguan,419,gas
2016,10,Toyota ,Toyota Rav4,385,gas
2016,10,Mitsubishi ,Mitsubishi Outlander,365,gas
2016,10,Toyota ,Toyota Yaris,353,gas
2016,10,Toyota ,Toyota Auris,339,gas
2016,10,Skoda ,Skoda Octavia,322,gas
2016,10,Nissan ,Nissan Leaf,321,EV/Hybrid
2016,10,Mazda ,Mazda CX-5,223,gas
2016,10,Nissan ,Nissan Qashqai,205,gas
2016,10,Audi ,Audi A3,203,gas
2016,10,Mazda ,Mazda CX-3,199,gas
2016,10,Mercedes-Benz ,Mercedes-Benz B-klasse,187,gas
2016,10,Skoda ,Skoda Superb,167,gas
2016,10,Toyota ,Toyota Prius,166,EV/Hybrid
2016,10,Renault ,Renault Zoe,161,EV/Hybrid
2016,10,Mercedes-Benz ,Mercedes-Benz C-klasse,139,gas
2016,10,Tesla ,Tesla Model S,39,EV/Hybrid
2016,11,BMW ,BMW i3,1014,EV/Hybrid
2016,11,Volkswagen ,Volkswagen Golf,905,gas
2016,11,Toyota ,Toyota Rav4,513,gas
2016,11,Mitsubishi ,Mitsubishi Outlander,406,gas
2016,11,Volkswagen ,Volkswagen Tiguan,406,gas
2016,11,Skoda ,Skoda Octavia,348,gas
2016,11,Toyota ,Toyota Auris,320,gas
2016,11,Volkswagen ,Volkswagen Passat,316,gas
2016,11,Toyota ,Toyota Yaris,311,gas
2016,11,Audi ,Audi A3,270,gas
2016,11,BMW ,BMW 2-serie,250,gas
2016,11,Nissan ,Nissan Leaf,238,EV/Hybrid
2016,11,Mercedes-Benz ,Mercedes-Benz B-klasse,232,gas
2016,11,Nissan ,Nissan Qashqai,218,gas
2016,11,Mazda ,Mazda CX-5,170,gas
2016,11,Mazda ,Mazda CX-3,156,gas
2016,11,Skoda ,Skoda Superb,148,gas
2016,11,Toyota ,Toyota Prius,143,EV/Hybrid
2016,11,Renault ,Renault Zoe,100,EV/Hybrid
2016,11,Tesla ,Tesla Model S,48,EV/Hybrid
2016,12,Volkswagen ,Volkswagen Golf,721,gas
2016,12,Volkswagen ,Volkswagen Tiguan,650,gas
2016,12,Volvo ,Volvo XC60,602,gas
2016,12,BMW ,BMW i3,413,EV/Hybrid
2016,12,Audi ,Audi A3,403,gas
2016,12,Toyota ,Toyota Rav4,374,gas
2016,12,Mitsubishi ,Mitsubishi Outlander,355,gas
2016,12,Volkswagen ,Volkswagen Passat,299,gas
2016,12,Toyota ,Toyota Yaris,292,gas
2016,12,Skoda ,Skoda Octavia,287,gas
2016,12,Tesla ,Tesla Model S,263,EV/Hybrid
2016,12,Nissan ,Nissan Leaf,257,EV/Hybrid
2016,12,Mazda ,Mazda CX-5,240,gas
2016,12,Toyota ,Toyota Auris,206,gas
2016,12,Mercedes-Benz ,Mercedes-Benz B-klasse,200,gas
2016,12,Mazda ,Mazda CX-3,153,gas
2016,12,Nissan ,Nissan Qashqai,152,gas
2016,12,BMW ,BMW 2-serie,110,gas
2016,12,Toyota ,Toyota Prius,104,EV/Hybrid
2016,12,Skoda ,Skoda Superb,97,gas
2017,1,Volkswagen ,Volkswagen Golf,738,gas
2017,1,BMW ,BMW i3,622,EV/Hybrid
2017,1,Volkswagen ,Volkswagen Passat,515,gas
2017,1,Toyota ,Toyota Rav4,473,gas
2017,1,Volvo ,Volvo XC90,411,gas
2017,1,Skoda ,Skoda Octavia,358,gas
2017,1,Nissan ,Nissan Leaf,352,EV/Hybrid
2017,1,Toyota ,Toyota Yaris,343,gas
2017,1,Mercedes-Benz ,Mercedes-Benz GLC,285,gas
2017,1,Toyota ,Toyota Auris,280,gas
2017,1,Volvo ,Volvo V60,248,gas
2017,1,Toyota ,Toyota C-HR,246,gas
2017,1,Renault ,Renault Zoe,240,EV/Hybrid
2017,1,Tesla ,Tesla Model X,238,EV/Hybrid
2017,1,BMW ,BMW X1,226,gas
2017,1,Volvo ,Volvo V40,220,gas
2017,1,Peugeot ,Peugeot 3008,216,gas
2017,1,Kia ,Kia Niro,214,EV/Hybrid
2017,1,Skoda ,Skoda Superb,205,gas
2017,1,BMW ,BMW 2-serie,202,gas
2017,1,Volvo ,Volvo V90,202,gas
